Tempo ( s )	Pressione ( kPa )
71.4000	1.91900
71.5000	1.91412
71.6000	1.91412
71.7000	1.91412
71.8000	1.91900
71.9000	1.91412
72.0000	1.91412
72.1000	1.91412
72.2000	1.91412
72.3000	1.91412
72.4000	1.91412
72.5000	1.91412
72.6000	1.91412
72.7000	1.91412
72.8000	1.91412
72.9000	1.91412
73.0000	1.91412
73.1000	1.91412
73.2000	1.91412
73.3000	1.90924
73.4000	1.91412
73.5000	1.91412
73.6000	1.91412
73.7000	1.91412
73.8000	1.91412
73.9000	1.90924
74.0000	1.91412
74.1000	1.91412
74.2000	1.91412
74.3000	1.90435
74.4000	1.91412
74.5000	1.90435
74.6000	1.91412
74.7000	1.91412
74.8000	1.90924
74.9000	1.91412
75.0000	1.90924
75.1000	1.90435
75.2000	1.90435
75.3000	1.90435
75.4000	1.90435
75.5000	1.90435
75.6000	1.90435
75.7000	1.90435
75.8000	1.90435
75.9000	1.90435
76.0000	1.90924
76.1000	1.90435
76.2000	1.89947
76.3000	1.90435
76.4000	1.90435
76.5000	1.90435
76.6000	1.90435
76.7000	1.90435
76.8000	1.90435
76.9000	1.90435
77.0000	1.90435
77.1000	1.90435
77.2000	1.89947
77.3000	1.90435
77.4000	1.89947
77.5000	1.90435
77.6000	1.90435
77.7000	1.90435
77.8000	1.89947
77.9000	1.89947
78.0000	1.89947
78.1000	1.90435
78.2000	1.89947
78.3000	1.90435
78.4000	1.89947
78.5000	1.89947
78.6000	1.89947
78.7000	1.90435
78.8000	1.89947
78.9000	1.89947
79.0000	1.89947
79.1000	1.89459
79.2000	1.89947
79.3000	1.90435
79.4000	1.89947
79.5000	1.89459
79.6000	1.89947
79.7000	1.89947
79.8000	1.89947
79.9000	1.89459
80.0000	1.89947
80.1000	1.89459
80.2000	1.89947
80.3000	1.89947
80.4000	1.89947
80.5000	1.89459
80.6000	1.89947
80.7000	1.89947
80.8000	1.89947
80.9000	1.89459
81.0000	1.89947
81.1000	1.89459
81.2000	1.89459
81.3000	1.89459
81.4000	1.89947
81.5000	1.89459
81.6000	1.89459
81.7000	1.89459
81.8000	1.89947
81.9000	1.89459
82.0000	1.89947
82.1000	1.89459
82.2000	1.89947
82.3000	1.89459
82.4000	1.89947
82.5000	1.89459
82.6000	1.89947
82.7000	1.89459
82.8000	1.89459
82.9000	1.89459
83.0000	1.89459
83.1000	1.89459
83.2000	1.89459
83.3000	1.89459
83.4000	1.89459
83.5000	1.89459
83.6000	1.89459
83.7000	1.88971
83.8000	1.89459
83.9000	1.89459
84.0000	1.89947
84.1000	1.89459
84.2000	1.89459
84.3000	1.89459
84.4000	1.89459
84.5000	1.89459
84.6000	1.89459
84.7000	1.89459
84.8000	1.89459
84.9000	1.88971
85.0000	1.89459
85.1000	1.89459
85.2000	1.89459
85.3000	1.89459
85.4000	1.89459
85.5000	1.89459
85.6000	1.89459
85.7000	1.89459
85.8000	1.89459
85.9000	1.89459
86.0000	1.89459
86.1000	1.89459
86.2000	1.89947
86.3000	1.88971
86.4000	1.89459
86.5000	1.89459
86.6000	1.89459
86.7000	1.89459
86.8000	1.89459
86.9000	1.89459
87.0000	1.89459
87.1000	1.89459
87.2000	1.89459
87.3000	1.89459
87.4000	1.89459
87.5000	1.89459
87.6000	1.89459
87.7000	1.89459
87.8000	1.89459
87.9000	1.89459
88.0000	1.89459
88.1000	1.88971
88.2000	1.89459
88.3000	1.88971
88.4000	1.88971
88.5000	1.89459
88.6000	1.89459
88.7000	1.89459
88.8000	1.89459
88.9000	1.89459
89.0000	1.89459
89.1000	1.88971
89.2000	1.88971
89.3000	1.88971
89.4000	1.88971
89.5000	1.89459
89.6000	1.89459
89.7000	1.89459
89.8000	1.89459
89.9000	1.88971
90.0000	1.89459
90.1000	1.88971
90.2000	1.89459
90.3000	1.89459
90.4000	1.89459
90.5000	1.89459
90.6000	1.89459
90.7000	1.88482
90.8000	1.89459
90.9000	1.88971
91.0000	1.89459
91.1000	1.88971
91.2000	1.89459
91.3000	1.88971
91.4000	1.89459
91.5000	1.88971
91.6000	1.89459
91.7000	1.88971
91.8000	1.88971
91.9000	1.88971
92.0000	1.88971
92.1000	1.88971
