Pressione, Can A in funzione di Temperatura, Can B, Raccolta #3
Temperatura, Can B ( °C )	Pressione, Can A ( kPa )
29,78499	2,87118
29,73666	2,87118
29,78499	2,87118
29,68836	2,87606
29,78499	2,87606
29,73666	2,87606
29,78499	2,88095
29,73666	2,88095
29,78499	2,88095
29,73666	2,88095
29,78499	2,89071
29,73666	2,88583
29,78499	2,88583
29,73666	2,89071
29,78499	2,89071
29,73666	2,89071
29,78499	2,89071
29,73666	2,89560
29,78499	2,89560
29,73666	2,89560
29,78499	2,90048
29,78499	2,90048
29,83336	2,90048
29,73666	2,91025
29,78499	2,90048
29,73666	2,91025
29,83336	2,91025
29,78499	2,91025
29,83336	2,91025
29,73666	2,91025
29,78499	2,91025
29,73666	2,91025
29,78499	2,92001
29,78499	2,92001
29,83336	2,92001
29,78499	2,92001
29,78499	2,92978
29,73666	2,92001
29,83336	2,92978
29,78499	2,92489
29,78499	2,92978
29,78499	2,92978
29,88177	2,92978
29,73666	2,92978
29,88177	2,92978
29,78499	2,93466
29,88177	2,93466
29,78499	2,93466
29,88177	2,93466
29,83336	2,93466
29,88177	2,93954
29,78499	2,94931
29,88177	2,94443
29,78499	2,94931
29,88177	2,94443
29,83336	2,94931
29,88177	2,94443
29,78499	2,94931
29,88177	2,94931
29,83336	2,95419
29,88177	2,95419
29,83336	2,95419
29,88177	2,95419
29,83336	2,95907
29,88177	2,96884
29,78499	2,96396
29,93021	2,95907
29,83336	2,96396
29,88177	2,96884
29,78499	2,96884
29,88177	2,96884
29,83336	2,96884
29,93021	2,96884
29,83336	2,96884
29,93021	2,96884
29,83336	2,97372
29,88177	2,96884
29,83336	2,97372
29,88177	2,97861
29,83336	2,97861
29,97869	2,97861
29,83336	2,97861
29,93021	2,98349
29,83336	2,98837
29,93021	2,98837
29,83336	2,98837
29,88177	2,98837
29,83336	2,98837
29,93021	2,98837
29,83336	2,99326
29,93021	2,99326
29,83336	2,99326
29,97869	2,99814
29,83336	2,99814
29,97869	2,99814
29,83336	2,99814
29,93021	3,00790
29,88177	3,00302
29,93021	3,00790
29,88177	3,00302
29,97869	3,00790
29,88177	3,00790
29,93021	3,00790
29,93021	3,01279
29,97869	3,00790
29,88177	3,01279
29,97869	3,01279
29,93021	3,01279
29,97869	3,01767
29,93021	3,01767
29,97869	3,01767
29,93021	3,02744
29,97869	3,02255
29,93021	3,02744
29,97869	3,02744
29,88177	3,02744
29,97869	3,02744
29,93021	3,02744
29,97869	3,03232
29,93021	3,03232
29,97869	3,03232
29,93021	3,03232
29,97869	3,03232
29,93021	3,04697
29,97869	3,03720
29,93021	3,04209
29,97869	3,03720
29,93021	3,04697
29,97869	3,04697
29,93021	3,04697
29,97869	3,04697
29,97869	3,04697
29,97869	3,05185
29,93021	3,04697
29,97869	3,05185
29,93021	3,05185
29,97869	3,05673
29,93021	3,05185
29,97869	3,05673
29,93021	3,05185
29,97869	3,05673
29,93021	3,06650
29,97869	3,06162
29,93021	3,06650
29,97869	3,06162
29,97869	3,06650
29,97869	3,06650
29,97869	3,07138
29,97869	3,07138
29,97869	3,07138
29,97869	3,07627
29,97869	3,07627
29,97869	3,08603
30,02720	3,07627
29,97869	3,08603
29,97869	3,08115
29,97869	3,08603
30,02720	3,08115
29,97869	3,08603
29,97869	3,08603
29,97869	3,08603
30,02720	3,08603
30,07576	3,09091
30,02720	3,09091
29,97869	3,09091
29,97869	3,09580
29,97869	3,09580
29,93021	3,10556
29,97869	3,09580
30,02720	3,10556
29,97869	3,10068
30,02720	3,10556
30,07576	3,10068
30,02720	3,10556
29,97869	3,10556
30,02720	3,10556
29,97869	3,10556
30,02720	3,11045
30,07576	3,11533
30,02720	3,11045
30,07576	3,11533
30,02720	3,12510
30,12435	3,12510
30,02720	3,12510
29,97869	3,12510
30,07576	3,12510
30,12435	3,12510
30,02720	3,12510
30,07576	3,12510
30,02720	3,12510
30,07576	3,12510
30,02720	3,12998
30,12435	3,12998
30,02720	3,12998
29,97869	3,13486
30,07576	3,14463
30,12435	3,13486
30,07576	3,13486
30,12435	3,13974
30,02720	3,14463
30,12435	3,13974
30,07576	3,14463
30,12435	3,13974
30,07576	3,14463
30,17298	3,14463
30,12435	3,14951
30,17298	3,14951
30,07576	3,14951
30,12435	3,15439
30,02720	3,15439
30,17298	3,15439
30,12435	3,15439
30,17298	3,15439
30,07576	3,15928
30,17298	3,16416
30,12435	3,16416
30,17298	3,16416
30,12435	3,16416
30,17298	3,16416
30,12435	3,16904
30,17298	3,16416
30,12435	3,16904
30,17298	3,16904
30,12435	3,16904
30,17298	3,17392
30,07576	3,17392
30,17298	3,17392
30,12435	3,18369
30,17298	3,17881
30,12435	3,18369
30,17298	3,18369
30,12435	3,18369
30,17298	3,18369
30,12435	3,18369
30,17298	3,18369
30,12435	3,18369
30,17298	3,18369
30,12435	3,18857
30,22164	3,18857
30,12435	3,19346
30,22164	3,19346
30,17298	3,19346
30,17298	3,19834
30,12435	3,19834
30,22164	3,20322
30,12435	3,20322
30,22164	3,20322
30,12435	3,20322
30,22164	3,20322
30,17298	3,20322
30,27035	3,21299
30,12435	3,20811
30,22164	3,20811
30,12435	3,22275
30,27035	3,21299
30,17298	3,21299
30,17298	3,21787
30,12435	3,22275
30,27035	3,21787
30,17298	3,22275
30,17298	3,22275
30,17298	3,22275
30,27035	3,22275
30,22164	3,22275
30,27035	3,22764
30,17298	3,22764
30,27035	3,22764
30,17298	3,23252
30,27035	3,23252
30,22164	3,23252
30,27035	3,24229
30,17298	3,23740
30,31909	3,24229
30,17298	3,24229
30,27035	3,24229
30,22164	3,24229
30,27035	3,24229
30,17298	3,24717
30,27035	3,24717
30,17298	3,24717
30,27035	3,25205
30,22164	3,25205
30,31909	3,25205
30,22164	3,26182
30,27035	3,25205
30,22164	3,26182
30,27035	3,25694
30,22164	3,26182
30,27035	3,26182
30,22164	3,26182
30,27035	3,26182
30,22164	3,26182
30,31909	3,26670
30,22164	3,26670
30,31909	3,27158
30,22164	3,27158
30,31909	3,27158
30,22164	3,27158
30,31909	3,28135
30,22164	3,27647
30,31909	3,28135
30,27035	3,28135
30,36787	3,28135
30,27035	3,28135
30,36787	3,28135
30,27035	3,28623
30,36787	3,28135
30,27035	3,28623
30,31909	3,28623
30,31909	3,29112
30,36787	3,29112
30,22164	3,30088
30,36787	3,29112
30,31909	3,30088
30,36787	3,29112
30,27035	3,30088
30,36787	3,29600
30,31909	3,30088
30,36787	3,30088
30,27035	3,30576
30,36787	3,30088
30,27035	3,30576
30,36787	3,30576
30,31909	3,31065
30,31909	3,31065
30,31909	3,31065
30,36787	3,31065
30,31909	3,31553
30,36787	3,32041
30,31909	3,32041
30,36787	3,32041
30,31909	3,32041
30,36787	3,32041
30,31909	3,32530
30,36787	3,32041
30,31909	3,32530
30,36787	3,32530
30,27035	3,33995
30,36787	3,33018
30,31909	3,32530
30,36787	3,33506
30,31909	3,33995
30,36787	3,33506
30,31909	3,33995
30,36787	3,33506
30,31909	3,33995
30,36787	3,33995
30,31909	3,33995
30,36787	3,34483
30,31909	3,34483
30,36787	3,34483
30,36787	3,34483
30,36787	3,34483
30,36787	3,34971
30,46555	3,34971
30,36787	3,34971
30,36787	3,34971
30,36787	3,35948
30,36787	3,35948
30,36787	3,35948
30,36787	3,35948
30,36787	3,35948
30,46555	3,35948
30,31909	3,36436
30,36787	3,36436
30,36787	3,36436
30,36787	3,36924
30,36787	3,36924
30,36787	3,36924
30,36787	3,37901
30,36787	3,37413
30,36787	3,37901
30,41669	3,36924
30,36787	3,37901
30,46555	3,37901
30,36787	3,38389
30,46555	3,38389
30,36787	3,38389
30,46555	3,38389
30,36787	3,38389
30,46555	3,38878
30,36787	3,38389
30,51445	3,39854
30,36787	3,38878
30,46555	3,39854
30,41669	3,39366
30,51445	3,39854
30,36787	3,39366
30,46555	3,39854
30,41669	3,39854
30,46555	3,39854
30,41669	3,39854
30,51445	3,39854
30,41669	3,40342
30,51445	3,40342
30,36787	3,40342
30,56338	3,40831
30,41669	3,40831
30,51445	3,40831
30,41669	3,41807
30,51445	3,41319
30,46555	3,41807
30,51445	3,41807
30,46555	3,41807
30,51445	3,41807
30,46555	3,42296
30,46555	3,42296
30,46555	3,42296
30,56338	3,42784
30,51445	3,42296
30,51445	3,43760
30,51445	3,42784
30,56338	3,43760
30,51445	3,43760
30,51445	3,43760
30,46555	3,43760
30,56338	3,43760
30,46555	3,43760
30,56338	3,43760
30,51445	3,44249
30,56338	3,43760
30,51445	3,44249
30,56338	3,44737
30,51445	3,44249
30,56338	3,44249
30,51445	3,45714
30,56338	3,44737
30,51445	3,45714
30,56338	3,45225
30,51445	3,45714
30,56338	3,45714
30,51445	3,45714
30,56338	3,45225
30,51445	3,45714
30,56338	3,45714
30,51445	3,46690
30,61236	3,46202
30,51445	3,46690
30,56338	3,46690
30,56338	3,46690
30,56338	3,47667
30,51445	3,47179
30,61236	3,47667
30,51445	3,47667
30,56338	3,47667
30,51445	3,47667
30,56338	3,47667
30,51445	3,48155
30,61236	3,48155
30,51445	3,48155
30,61236	3,48155
30,56338	3,48155
30,66137	3,48643
30,51445	3,48155
30,61236	3,48643
30,56338	3,49620
30,66137	3,49132
30,51445	3,49620
30,61236	3,49132
30,51445	3,49620
30,66137	3,49620
30,56338	3,49620
30,66137	3,50597
30,56338	3,50108
30,61236	3,50597
30,56338	3,50597
30,66137	3,50597
30,56338	3,50597
30,66137	3,50597
30,56338	3,51573
30,66137	3,51085
30,61236	3,51573
30,66137	3,51573
30,61236	3,51573
30,66137	3,51573
30,61236	3,51573
30,66137	3,51573
30,61236	3,52062
30,71042	3,52062
30,56338	3,52062
30,66137	3,52062
30,56338	3,52550
30,66137	3,52550
30,61236	3,53526
30,71042	3,52550
30,61236	3,53526
30,71042	3,53526
30,61236	3,53526
30,66137	3,53526
30,61236	3,54015
30,71042	3,53526
30,56338	3,53526
30,66137	3,54015
30,61236	3,54015
30,71042	3,54015
30,61236	3,54015
30,71042	3,54503
30,61236	3,54991
30,66137	3,55480
30,66137	3,54991
30,66137	3,55480
30,61236	3,55480
30,75951	3,55480
30,61236	3,55480
30,71042	3,55480
30,66137	3,55968
30,71042	3,55968
30,61236	3,55968
30,75951	3,55968
30,61236	3,57433
30,75951	3,56456
30,61236	3,57433
30,75951	3,56944
30,66137	3,57433
30,71042	3,56944
30,71042	3,57433
30,71042	3,56944
30,71042	3,57433
30,75951	3,57433
30,71042	3,57921
30,75951	3,57921
30,71042	3,57921
30,71042	3,58409
30,71042	3,57921
30,75951	3,58409
30,71042	3,58409
30,75951	3,59386
30,71042	3,58898
30,75951	3,59386
30,71042	3,59386
30,75951	3,59386
30,71042	3,59386
30,75951	3,59386
30,71042	3,59386
30,75951	3,59874
30,71042	3,59874
30,75951	3,59874
30,71042	3,59874
30,75951	3,59874
30,71042	3,60363
30,75951	3,60363
30,71042	3,61339
30,75951	3,60851
30,75951	3,61339
30,75951	3,61339
30,71042	3,61339
30,75951	3,61339
30,71042	3,61827
30,75951	3,61339
30,75951	3,61827
30,75951	3,61827
30,75951	3,61827
30,75951	3,63292
30,71042	3,62316
30,75951	3,63292
30,75951	3,63292
30,75951	3,63292
30,75951	3,63292
30,75951	3,63292
30,71042	3,63292
30,75951	3,63292
30,75951	3,63292
30,75951	3,63292
30,75951	3,63292
30,75951	3,63781
30,75951	3,63781
30,75951	3,63781
30,75951	3,64269
30,75951	3,64269
30,71042	3,65246
30,75951	3,64269
30,75951	3,65246
30,85782	3,64757
30,75951	3,65246
30,75951	3,64757
30,75951	3,65246
30,75951	3,65246
30,75951	3,65246
30,75951	3,65734
30,75951	3,65734
30,85782	3,65734
30,75951	3,66222
30,75951	3,66222
30,75951	3,67199
30,75951	3,66222
30,75951	3,67199
30,90703	3,66710
30,75951	3,67199
30,85782	3,67199
30,75951	3,67199
30,75951	3,67199
30,75951	3,67199
30,90703	3,67199
30,80864	3,67687
30,85782	3,67687
30,75951	3,68175
30,75951	3,68175
30,80864	3,68175
30,90703	3,68664
30,75951	3,69152
30,85782	3,68664
30,75951	3,69152
30,95628	3,68664
30,80864	3,69152
30,95628	3,69152
30,80864	3,69640
30,95628	3,69152
30,85782	3,69640
30,90703	3,70128
30,80864	3,69640
30,95628	3,70128
30,85782	3,70128
30,95628	3,71105
30,85782	3,70617
30,95628	3,71105
30,85782	3,71105
30,95628	3,71105
30,75951	3,71105
30,95628	3,71105
30,90703	3,71593
30,95628	3,71593
30,85782	3,71593
30,95628	3,71593
30,90703	3,72082
30,95628	3,72082
30,90703	3,72082
30,95628	3,72082
30,75951	3,73058
30,95628	3,72570
30,90703	3,73058
30,95628	3,73058
30,90703	3,73547
31,05490	3,73058
30,90703	3,73547
30,95628	3,73058
30,90703	3,73547
30,95628	3,73547
30,90703	3,75011
30,95628	3,74035
30,90703	3,75011
31,00557	3,75011
30,90703	3,75011
30,95628	3,75011
30,90703	3,75011
30,95628	3,75011
30,90703	3,75011
31,00557	3,75011
30,95628	3,75500
31,00557	3,75011
30,95628	3,75500
31,05490	3,75500
30,90703	3,75500
31,00557	3,75988
30,95628	3,75988
31,00557	3,75988
30,95628	3,76476
31,05490	3,76476
30,95628	3,76965
31,00557	3,76476
30,90703	3,76965
31,05490	3,76965
30,95628	3,77453
31,05490	3,76965
30,95628	3,77453
31,05490	3,77941
30,95628	3,77453
31,05490	3,77941
31,00557	3,77941
30,95628	3,77941
30,95628	3,78430
31,05490	3,78918
30,95628	3,78430
31,05490	3,78918
31,00557	3,78918
31,05490	3,78918
31,00557	3,79406
31,05490	3,78918
30,95628	3,79406
31,05490	3,79406
31,00557	3,79406
31,05490	3,79894
30,95628	3,79894
31,05490	3,79894
31,00557	3,80871
31,05490	3,80383
30,95628	3,80871
31,05490	3,80383
31,00557	3,80871
31,05490	3,80871
31,00557	3,80871
31,10427	3,80871
31,00557	3,81359
31,10427	3,81359
31,00557	3,81848
31,10427	3,81359
31,05490	3,81848
31,05490	3,81848
31,05490	3,82824
31,10427	3,82336
31,05490	3,82824
31,10427	3,82824
31,00557	3,82824
31,15369	3,82824
31,00557	3,82824
31,15369	3,83312
31,00557	3,83312
31,15369	3,83801
31,10427	3,83312
31,15369	3,83312
31,05490	3,83801
31,15369	3,84289
31,00557	3,84777
31,15369	3,83801
31,05490	3,84777
31,15369	3,84777
31,05490	3,84777
31,10427	3,84777
31,10427	3,84777
31,15369	3,85266
31,05490	3,85266
31,15369	3,85754
31,10427	3,85266
31,15369	3,85754
31,10427	3,85754
31,15369	3,86731
31,10427	3,85754
31,15369	3,86731
31,10427	3,86731
31,15369	3,86731
31,10427	3,86731
31,15369	3,86731
31,10427	3,86731
31,15369	3,86731
31,10427	3,87219
31,15369	3,87707
31,10427	3,87219
31,15369	3,87707
31,10427	3,88684
31,15369	3,87707
31,10427	3,88684
31,15369	3,88195
31,10427	3,88684
31,15369	3,88684
31,10427	3,88684
31,15369	3,88684
31,15369	3,88684
31,15369	3,89172
31,10427	3,89172
31,15369	3,89172
31,10427	3,89660
31,15369	3,89660
31,10427	3,89660
31,15369	3,89660
31,10427	3,90637
31,15369	3,90637
31,15369	3,90637
31,15369	3,90637
31,15369	3,90637
31,15369	3,90637
31,15369	3,91125
31,15369	3,90637
31,15369	3,91125
31,15369	3,91125
31,15369	3,91614
31,25264	3,91614
31,15369	3,92590
31,15369	3,91614
31,20314	3,92590
31,15369	3,92102
31,15369	3,92590
31,15369	3,92590
31,15369	3,92590
31,25264	3,92590
31,15369	3,93078
31,25264	3,93078
31,15369	3,93078
31,25264	3,93078
31,15369	3,93567
31,25264	3,93567
31,15369	3,93567
31,25264	3,94543
31,20314	3,94055
31,30217	3,94543
31,15369	3,94055
31,25264	3,94543
31,15369	3,94543
31,25264	3,94543
31,15369	3,94543
31,30217	3,95032
31,15369	3,95032
31,30217	3,95520
31,20314	3,95032
31,30217	3,95520
31,25264	3,95520
31,25264	3,95520
31,20314	3,96496
31,30217	3,96008
31,20314	3,96496
31,35175	3,96008
31,20314	3,96496
31,35175	3,96008
31,30217	3,96496
31,30217	3,96496
31,25264	3,96985
31,25264	3,96985
31,25264	3,96985
31,35175	3,97473
31,25264	3,97473
31,35175	3,97961
31,25264	3,98450
31,35175	3,97473
31,25264	3,98450
31,35175	3,98450
31,20314	3,98450
31,35175	3,98450
31,30217	3,98450
31,35175	3,98450
31,30217	3,98938
31,30217	3,98938
31,30217	3,98938
31,35175	3,98938
31,30217	3,99426
31,35175	3,99426
31,30217	4,00403
31,35175	3,99915
31,30217	4,00403
31,35175	3,99915
31,30217	4,00403
31,35175	4,00403
31,30217	4,00403
31,40137	4,00403
31,30217	4,00891
31,35175	4,00891
31,30217	4,00891
31,35175	4,01379
31,30217	4,00891
31,35175	4,02356
31,30217	4,01379
31,40137	4,02356
31,30217	4,01379
31,40137	4,02356
31,30217	4,02356
31,45103	4,02356
31,30217	4,02844
31,40137	4,02356
31,30217	4,02844
31,40137	4,02844
31,30217	4,02844
31,35175	4,03333
31,35175	4,03333
31,40137	4,03333
31,35175	4,04309
31,40137	4,03821
31,35175	4,04309
31,45103	4,03821
31,35175	4,04309
31,45103	4,03821
31,40137	4,04309
31,40137	4,04309
31,35175	4,04798
31,40137	4,06262
31,35175	4,04798
31,45103	4,06262
31,30217	4,05286
31,45103	4,06262
31,40137	4,06262
31,45103	4,06262
31,40137	4,06262
31,45103	4,06262
31,40137	4,06262
31,45103	4,06262
31,35175	4,06262
31,45103	4,06262
31,35175	4,06262
31,45103	4,07239
31,40137	4,06751
31,45103	4,07239
31,40137	4,08216
31,45103	4,07239
31,40137	4,08216
31,50073	4,07239
31,40137	4,08216
31,45103	4,08216
31,40137	4,08216
31,45103	4,08216
31,40137	4,08216
31,50073	4,08704
31,40137	4,08704
31,50073	4,09192
31,40137	4,09192
31,50073	4,08704
31,40137	4,09680
31,50073	4,10169
31,40137	4,09680
31,50073	4,10169
31,40137	4,09680
31,50073	4,10169
31,40137	4,10169
31,50073	4,10169
31,40137	4,10169
31,50073	4,10169
31,50073	4,10657
31,55048	4,11145
31,45103	4,11145
31,50073	4,11145
31,45103	4,12122
31,55048	4,11634
31,50073	4,12122
31,55048	4,11634
31,45103	4,12122
31,50073	4,12122
31,50073	4,12122
31,55048	4,12610
31,50073	4,12610
31,50073	4,12610
31,50073	4,13099
31,55048	4,12610
31,50073	4,13099
31,55048	4,13099
31,50073	4,13587
31,55048	4,13587
31,50073	4,14075
31,55048	4,14075
31,50073	4,14075
31,55048	4,14075
31,50073	4,14075
31,55048	4,14563
31,50073	4,14563
31,55048	4,14563
31,50073	4,14563
31,55048	4,15052
31,50073	4,16028
31,55048	4,15052
31,55048	4,16028
31,55048	4,15540
31,50073	4,16028
31,55048	4,15540
31,50073	4,16028
31,55048	4,16028
31,50073	4,16028
31,55048	4,16517
31,50073	4,16517
31,55048	4,17005
31,50073	4,17005
31,55048	4,17005
31,50073	4,17005
31,55048	4,17982
31,55048	4,17493
31,55048	4,17982
31,55048	4,17982
31,55048	4,17982
31,50073	4,17982
31,55048	4,17982
31,60026	4,18470
31,55048	4,18470
31,55048	4,18470
31,55048	4,18958
31,55048	4,18958
31,55048	4,19446
31,60026	4,19935
31,55048	4,19446
31,60026	4,19935
31,55048	4,19935
31,60026	4,19935
31,55048	4,20423
31,60026	4,19935
31,55048	4,20423
31,60026	4,20423
31,65009	4,20423
31,60026	4,20423
31,65009	4,21888
31,60026	4,20911
31,65009	4,21888
31,60026	4,21888
31,65009	4,21888
31,60026	4,21888
31,65009	4,21888
31,60026	4,21888
31,55048	4,21888
31,60026	4,22376
31,69996	4,22376
31,60026	4,22376
31,65009	4,22376
31,60026	4,22864
31,69996	4,22864
31,60026	4,23841
31,55048	4,23353
31,65009	4,23841
31,65009	4,23353
31,60026	4,23841
31,69996	4,23841
31,65009	4,24329
31,65009	4,24329
31,65009	4,24329
31,74988	4,24329
31,65009	4,24818
31,74988	4,24818
31,69996	4,24818
31,69996	4,25794
31,65009	4,25306
31,74988	4,25794
31,69996	4,25306
31,74988	4,25794
31,65009	4,25794
31,74988	4,25794
31,65009	4,25794
31,74988	4,26283
31,65009	4,26283
31,74988	4,26771
31,69996	4,26771
31,74988	4,26283
31,69996	4,27747
31,74988	4,26771
31,69996	4,27747
31,74988	4,27259
31,69996	4,27747
31,74988	4,27259
31,69996	4,27747
31,74988	4,27747
31,69996	4,28236
31,74988	4,27747
31,69996	4,28236
31,74988	4,28236
31,69996	4,28724
31,74988	4,28724
31,69996	4,28724
31,74988	4,28724
31,74988	4,29212
31,74988	4,29212
31,69996	4,29701
31,74988	4,29701
31,69996	4,29701
31,84983	4,29701
31,69996	4,29701
31,79983	4,29701
31,69996	4,30189
31,79983	4,30189
31,69996	4,30189
31,74988	4,30677
31,74988	4,30677
31,84983	4,30677
31,69996	4,31654
31,84983	4,31166
31,69996	4,31654
31,84983	4,31166
31,74988	4,31654
31,84983	4,31654
31,74988	4,31654
31,84983	4,32142
31,79983	4,32142
31,79983	4,32142
31,74988	4,32630
31,84983	4,32630
31,74988	4,32630
31,84983	4,33607
31,74988	4,33119
31,84983	4,33607
31,74988	4,33119
31,84983	4,33607
31,74988	4,33607
31,84983	4,33607
31,74988	4,33607
31,84983	4,33607
31,74988	4,34095
31,84983	4,34095
31,74988	4,34095
31,84983	4,34584
31,79983	4,34584
31,84983	4,34584
31,79983	4,35560
31,84983	4,35072
31,79983	4,35560
31,84983	4,35072
31,79983	4,35560
31,84983	4,35560
31,84983	4,35560
31,89987	4,35560
31,79983	4,36048
31,84983	4,36048
31,79983	4,37513
31,89987	4,36048
31,79983	4,37513
31,89987	4,36537
31,84983	4,37513
31,89987	4,37513
31,84983	4,37513
31,89987	4,37513
31,84983	4,37513
31,94996	4,37513
31,89987	4,37513
31,94996	4,38002
31,84983	4,38002
31,94996	4,38490
31,89987	4,38002
31,94996	4,38490
31,84983	4,38490
31,94996	4,38490
31,79983	4,39467
31,94996	4,38978
31,89987	4,39467
31,89987	4,39467
31,84983	4,39467
31,94996	4,39467
31,89987	4,39467
31,94996	4,39467
31,89987	4,39955
31,94996	4,40443
31,89987	4,39955
31,94996	4,40443
31,89987	4,40443
31,94996	4,41420
31,84983	4,40931
31,94996	4,41420
31,89987	4,41420
31,94996	4,41420
31,89987	4,41420
31,94996	4,41420
31,89987	4,41908
31,94996	4,41908
31,89987	4,41908
31,94996	4,42396
31,89987	4,41908
31,94996	4,41908
31,89987	4,43373
31,94996	4,42885
31,89987	4,43373
31,94996	4,42885
31,89987	4,43373
31,94996	4,43373
31,89987	4,43373
31,94996	4,43373
31,89987	4,43861
31,94996	4,44349
31,89987	4,43861
31,94996	4,43861
31,94996	4,44349
31,94996	4,44349
31,89987	4,44349
31,94996	4,44349
31,89987	4,45326
31,94996	4,44838
31,94996	4,45326
31,94996	4,45326
31,94996	4,45326
31,94996	4,45326
31,94996	4,45814
31,94996	4,45326
31,89987	4,45814
31,94996	4,45814
31,94996	4,46303
31,94996	4,46303
31,94996	4,47279
31,94996	4,46303
31,94996	4,47279
32,05026	4,46791
31,94996	4,47279
32,05026	4,46791
31,94996	4,47279
31,94996	4,47279
31,94996	4,47768
32,05026	4,47768
32,00009	4,48256
31,94996	4,47768
31,94996	4,48256
32,10048	4,48256
31,94996	4,48744
32,05026	4,49232
31,94996	4,48744
32,05026	4,49232
31,94996	4,49232
32,05026	4,49232
31,94996	4,49232
32,05026	4,49232
32,00009	4,49232
32,10048	4,49721
31,94996	4,49721
32,10048	4,49721
32,00009	4,49721
32,10048	4,50697
32,00009	4,51186
32,15074	4,50697
32,00009	4,51186
32,15074	4,50697
31,94996	4,51186
32,15074	4,51186
32,10048	4,51186
32,15074	4,51674
32,10048	4,51186
32,15074	4,51674
32,00009	4,51674
32,15074	4,52162
32,10048	4,52162
32,15074	4,53139
32,10048	4,52162
32,10048	4,53139
32,10048	4,53139
32,15074	4,53139
32,10048	4,53139
32,15074	4,53139
32,10048	4,53139
32,15074	4,53627
32,10048	4,53627
32,15074	4,53627
32,10048	4,53627
32,15074	4,54115
32,10048	4,54115
32,15074	4,54115
32,10048	4,54115
32,15074	4,54115
32,10048	4,55092
32,15074	4,54604
32,10048	4,55092
32,15074	4,55092
32,10048	4,55092
32,15074	4,55580
32,10048	4,55580
32,15074	4,56069
32,10048	4,55580
32,20104	4,57045
32,10048	4,55580
32,20104	4,57045
32,10048	4,56069
32,15074	4,57045
32,10048	4,57045
32,20104	4,57045
32,10048	4,57045
32,20104	4,57045
32,15074	4,57045
32,20104	4,57045
32,10048	4,57533
32,20104	4,57533
32,10048	4,58022
32,25139	4,58022
32,10048	4,58998
32,25139	4,58022
32,15074	4,58998
32,15074	4,58510
32,20104	4,58998
32,20104	4,58510
32,15074	4,58998
32,20104	4,58998
32,15074	4,58998
32,25139	4,59487
32,15074	4,59487
32,25139	4,59487
32,15074	4,59975
32,25139	4,59975
32,20104	4,59487
32,25139	4,59975
32,20104	4,60463
32,25139	4,60463
32,20104	4,60952
32,25139	4,60952
32,20104	4,60952
32,25139	4,60952
32,20104	4,60952
32,25139	4,61440
32,15074	4,61928
32,25139	4,61440
32,20104	4,61928
32,30179	4,61928
32,20104	4,62905
32,25139	4,61928
32,20104	4,62905
32,25139	4,61928
32,20104	4,62905
32,30179	4,62905
32,20104	4,62905
32,30179	4,62905
32,20104	4,63393
32,30179	4,63393
32,20104	4,63393
32,30179	4,63881
32,20104	4,63881
32,35223	4,63881
32,20104	4,64370
32,30179	4,64858
32,25139	4,64858
32,30179	4,64858
32,25139	4,64858
32,30179	4,64858
32,30179	4,64858
32,35223	4,64858
32,30179	4,65346
32,35223	4,65346
32,20104	4,65346
32,35223	4,65346
32,25139	4,65835
32,30179	4,65835
32,30179	4,66811
32,35223	4,66323
32,30179	4,66811
32,35223	4,66811
32,30179	4,66811
32,35223	4,66811
32,30179	4,66811
32,35223	4,66811
32,30179	4,66811
32,35223	4,67299
32,30179	4,67299
32,35223	4,68764
32,30179	4,67299
32,35223	4,68764
32,30179	4,67788
32,35223	4,68764
32,30179	4,68764
32,35223	4,68764
32,30179	4,68764
32,35223	4,68764
32,30179	4,68764
32,35223	4,69253
32,30179	4,68764
32,35223	4,69253
32,30179	4,69253
32,35223	4,69741
32,30179	4,69741
32,35223	4,69253
32,30179	4,70717
32,35223	4,69741
32,35223	4,70717
32,35223	4,70229
32,35223	4,70717
32,35223	4,70717
32,35223	4,70717
32,35223	4,71206
32,30179	4,71206
32,35223	4,71206
32,30179	4,71206
32,35223	4,71694
32,35223	4,71206
32,35223	4,72671
32,35223	4,72182
32,35223	4,72671
32,35223	4,72182
32,35223	4,72671
32,35223	4,72671
32,35223	4,72671
32,35223	4,72671
32,35223	4,72671
32,40271	4,72671
32,35223	4,73159
32,35223	4,73159
32,35223	4,73647
32,40271	4,73159
32,35223	4,73647
32,35223	4,73647
32,35223	4,73647
32,40271	4,74624
32,35223	4,74136
32,40271	4,74624
32,35223	4,74624
32,40271	4,74624
32,35223	4,74624
32,40271	4,75112
32,45324	4,75112
32,40271	4,75112
32,35223	4,75600
32,35223	4,75600
32,50381	4,75600
32,40271	4,75600
32,45324	4,75600
32,40271	4,76577
32,50381	4,76577
32,40271	4,76577
32,50381	4,76577
32,40271	4,76577
32,35223	4,76577
32,45324	4,77065
32,35223	4,76577
32,45324	4,77554
32,50381	4,77554
32,45324	4,77065
32,55443	4,77554
32,40271	4,78530
32,55443	4,77554
32,40271	4,78530
32,50381	4,78042
32,45324	4,78530
32,50381	4,78530
32,45324	4,79019
32,55443	4,78530
32,50381	4,79019
32,55443	4,79019
32,45324	4,79507
32,55443	4,79019
32,50381	4,79507
32,55443	4,79019
32,45324	4,79995
32,55443	4,80483
32,45324	4,80483
32,55443	4,80483
32,45324	4,80483
32,55443	4,80483
