Pressione, Can A in funzione di Temperatura, Can B, Raccolta #3
Temperatura, Can B ( °C )	Pressione, Can A ( kPa )
35,68160	6,94845
35,68160	6,95334
35,68160	6,95334
35,62791	6,95334
35,68160	6,95822
35,68160	6,95822
35,68160	6,95822
35,68160	6,95822
35,68160	6,96310
35,68160	6,97287
35,68160	6,96799
35,73535	6,97287
35,68160	6,96799
35,68160	6,97287
35,68160	6,96799
35,68160	6,97775
35,68160	6,97775
35,73535	6,98263
35,68160	6,97775
35,73535	6,98263
35,68160	6,99240
35,73535	6,98752
35,68160	6,99240
35,73535	6,99240
35,78915	6,99240
35,73535	6,99240
35,68160	6,99240
35,68160	6,99728
35,78915	6,99728
35,73535	6,99728
35,68160	7,00217
35,73535	7,01193
35,78915	7,00217
35,73535	7,01193
35,78915	7,01193
35,73535	7,01193
35,68160	7,00705
35,73535	7,01193
35,84301	7,01193
35,68160	7,01682
35,84301	7,01682
35,78915	7,01193
35,84301	7,02170
35,73535	7,01682
35,84301	7,03146
35,78915	7,02658
35,84301	7,03146
35,78915	7,03146
35,84301	7,03146
35,73535	7,03146
35,89693	7,03146
35,78915	7,03146
35,89693	7,03635
35,78915	7,03635
35,89693	7,03635
35,78915	7,05100
35,89693	7,04123
35,84301	7,04611
35,89693	7,04611
35,84301	7,05100
35,89693	7,04611
35,84301	7,05100
35,89693	7,05588
35,78915	7,05588
35,89693	7,05588
35,84301	7,05588
35,89693	7,07053
35,84301	7,06076
35,89693	7,07053
35,84301	7,07053
35,89693	7,07053
35,84301	7,06565
35,95091	7,07053
35,84301	7,07053
35,89693	7,07053
35,84301	7,07053
35,89693	7,07541
35,84301	7,07541
35,89693	7,08029
35,84301	7,08518
35,95091	7,08518
35,84301	7,09006
35,89693	7,08518
35,84301	7,09006
35,95091	7,09006
35,84301	7,09006
35,95091	7,09006
35,84301	7,09494
36,00494	7,09494
35,89693	7,09983
36,00494	7,09983
35,89693	7,09494
36,00494	7,10471
35,89693	7,10959
36,00494	7,10471
35,95091	7,11447
35,95091	7,10959
35,89693	7,10959
36,00494	7,10959
35,89693	7,10959
35,95091	7,11447
35,95091	7,11936
36,00494	7,11936
35,89693	7,11936
36,00494	7,12424
35,95091	7,12912
36,00494	7,12424
35,95091	7,12912
36,00494	7,12912
35,89693	7,13401
36,00494	7,12912
35,95091	7,13401
36,00494	7,13401
35,95091	7,13401
36,00494	7,14866
35,95091	7,13889
36,05904	7,13889
35,95091	7,14866
36,00494	7,14866
35,95091	7,14866
36,00494	7,14866
35,95091	7,14866
36,05904	7,14866
35,95091	7,15354
36,05904	7,15354
35,95091	7,15354
36,05904	7,15354
35,89693	7,15842
36,00494	7,15842
35,95091	7,16819
36,05904	7,16819
36,00494	7,16819
36,05904	7,16819
36,00494	7,16819
36,05904	7,16819
36,00494	7,17307
36,11319	7,17307
36,05904	7,17795
36,05904	7,18772
36,00494	7,17795
36,11319	7,18772
36,05904	7,18284
36,11319	7,18772
36,00494	7,18772
36,11319	7,18772
36,05904	7,18772
36,11319	7,18772
36,05904	7,18772
36,11319	7,19749
36,05904	7,19260
36,11319	7,19749
36,05904	7,19749
36,11319	7,19749
36,05904	7,20237
36,11319	7,20237
36,05904	7,20725
36,11319	7,20725
36,05904	7,20725
36,11319	7,20725
36,05904	7,20725
36,11319	7,21213
36,05904	7,21213
36,11319	7,21702
36,05904	7,21702
36,11319	7,22678
36,05904	7,22190
36,11319	7,22678
36,05904	7,22678
36,11319	7,22678
36,05904	7,23167
36,11319	7,22678
36,05904	7,23167
36,11319	7,23167
36,05904	7,23167
36,11319	7,22678
36,05904	7,24631
36,11319	7,23655
36,11319	7,24631
36,11319	7,24143
36,11319	7,24631
36,11319	7,24631
36,11319	7,25120
36,11319	7,24631
36,11319	7,25120
36,11319	7,24631
36,11319	7,25608
36,22168	7,25608
36,05904	7,25608
36,22168	7,25608
36,11319	7,26585
36,11319	7,26585
36,11319	7,26585
36,22168	7,26585
36,11319	7,26585
36,11319	7,27073
36,16740	7,27073
36,22168	7,27561
36,11319	7,27561
36,22168	7,27561
36,11319	7,27561
36,22168	7,27561
36,11319	7,28538
36,22168	7,27561
36,11319	7,28538
36,11319	7,28538
36,11319	7,28538
36,22168	7,29026
36,11319	7,29026
36,27601	7,29026
36,11319	7,29514
36,27601	7,29514
36,11319	7,29514
36,27601	7,30491
36,16740	7,30003
36,27601	7,30491
36,22168	7,30491
36,22168	7,30491
36,16740	7,30491
36,27601	7,30491
36,22168	7,30979
36,27601	7,30979
36,22168	7,30979
36,33040	7,31468
36,22168	7,31468
36,33040	7,31468
36,22168	7,32444
36,27601	7,31956
36,22168	7,32444
36,27601	7,32444
36,22168	7,32444
36,33040	7,32444
36,22168	7,33421
36,33040	7,32444
36,22168	7,33421
36,33040	7,33421
36,27601	7,34397
36,33040	7,34397
36,27601	7,34397
36,33040	7,34397
36,27601	7,34397
36,33040	7,34397
36,27601	7,34886
36,33040	7,34886
36,27601	7,34886
36,33040	7,34886
36,27601	7,34886
36,33040	7,35374
36,27601	7,36351
36,38485	7,35374
36,27601	7,36351
36,33040	7,35862
36,27601	7,36351
36,38485	7,36351
36,27601	7,36351
36,38485	7,36351
36,27601	7,36839
36,33040	7,36839
36,27601	7,36839
36,38485	7,37327
36,27601	7,37327
36,38485	7,38304
36,27601	7,37815
36,43937	7,38304
36,27601	7,38304
36,43937	7,38304
36,27601	7,38792
36,38485	7,38304
36,33040	7,38792
36,43937	7,38792
36,33040	7,40257
36,43937	7,39280
36,27601	7,40257
36,38485	7,39769
36,33040	7,40257
36,43937	7,40257
36,33040	7,40257
36,43937	7,40257
36,33040	7,40257
36,43937	7,40745
36,38485	7,41234
36,43937	7,41234
36,33040	7,41234
36,43937	7,41234
36,33040	7,41234
36,43937	7,42210
36,38485	7,42210
36,43937	7,42210
36,38485	7,42210
36,43937	7,42698
36,38485	7,42698
36,43937	7,42698
36,38485	7,43187
36,43937	7,43187
36,38485	7,43187
36,43937	7,43187
36,38485	7,44163
36,43937	7,43675
36,43937	7,44163
36,43937	7,44163
36,43937	7,44163
36,49394	7,44652
36,38485	7,44652
36,49394	7,44652
36,38485	7,45140
36,49394	7,45140
36,38485	7,45628
36,43937	7,45140
36,43937	7,45628
36,49394	7,46117
36,43937	7,46117
36,49394	7,46117
36,43937	7,46117
36,49394	7,46117
36,38485	7,46605
36,49394	7,47093
36,43937	7,47093
36,54857	7,47093
36,49394	7,47093
36,49394	7,47093
36,43937	7,48070
36,54857	7,47581
36,49394	7,48070
36,54857	7,47581
36,49394	7,48558
36,54857	7,48070
36,49394	7,50023
36,54857	7,49046
36,49394	7,50023
36,54857	7,50023
36,49394	7,50023
36,54857	7,50023
36,49394	7,50023
36,54857	7,50023
36,49394	7,50023
36,54857	7,50023
36,49394	7,50511
36,54857	7,50511
36,49394	7,50511
36,54857	7,50511
36,49394	7,50999
36,54857	7,50511
36,49394	7,51976
36,54857	7,51488
36,49394	7,51976
36,54857	7,51976
36,49394	7,51976
36,54857	7,52464
36,49394	7,52464
36,54857	7,51976
36,54857	7,52464
36,54857	7,52953
36,49394	7,52953
36,54857	7,52464
36,49394	7,53441
36,54857	7,53929
36,54857	7,53929
36,54857	7,53929
36,54857	7,54418
36,54857	7,53929
36,54857	7,53929
36,54857	7,54906
36,60327	7,54418
36,54857	7,54906
36,60327	7,54906
36,54857	7,55394
36,60327	7,55882
36,54857	7,54906
36,60327	7,55882
36,54857	7,55882
36,60327	7,55882
36,54857	7,55882
36,60327	7,56371
36,54857	7,56371
36,60327	7,56371
36,54857	7,56371
36,60327	7,56859
36,65803	7,56859
36,54857	7,57836
36,65803	7,57347
36,54857	7,57836
36,54857	7,57836
36,60327	7,57836
36,71285	7,57836
36,60327	7,58324
36,71285	7,58812
36,60327	7,58812
36,65803	7,58812
36,60327	7,59789
36,71285	7,58812
36,60327	7,59789
36,65803	7,59301
36,60327	7,59789
36,71285	7,59789
36,65803	7,60277
36,71285	7,59789
36,60327	7,60277
36,71285	7,60765
36,65803	7,60765
36,71285	7,60765
36,60327	7,60765
36,76773	7,61742
36,65803	7,61742
36,71285	7,61742
36,71285	7,61742
36,76773	7,61742
36,65803	7,62230
36,71285	7,61742
36,71285	7,61742
36,76773	7,62230
36,71285	7,63695
36,76773	7,62719
36,71285	7,62719
36,76773	7,62719
36,71285	7,63695
36,76773	7,63207
36,71285	7,63695
36,82267	7,63695
36,71285	7,64183
36,76773	7,64183
36,65803	7,64183
36,76773	7,64672
36,71285	7,64672
36,76773	7,65160
36,71285	7,65648
36,76773	7,65648
36,71285	7,65648
36,76773	7,65648
36,71285	7,65648
36,76773	7,65648
36,71285	7,66137
36,82267	7,66137
36,71285	7,66625
36,82267	7,66625
36,71285	7,67602
36,87768	7,66625
36,71285	7,67602
36,82267	7,67113
36,71285	7,67602
36,82267	7,67113
36,76773	7,68090
36,76773	7,67602
36,76773	7,68090
36,87768	7,68090
36,76773	7,68090
36,76773	7,68578
36,76773	7,68090
36,82267	7,69555
36,82267	7,68578
36,82267	7,69555
36,76773	7,69555
36,87768	7,69555
36,76773	7,69555
36,87768	7,69555
36,76773	7,70043
36,82267	7,70043
36,76773	7,70531
36,87768	7,70531
36,82267	7,71508
36,93274	7,71020
36,76773	7,71508
36,87768	7,71508
36,82267	7,71508
36,93274	7,71508
36,82267	7,71508
36,87768	7,71996
36,82267	7,71996
36,87768	7,72485
36,82267	7,72485
36,87768	7,72485
36,82267	7,73461
36,93274	7,73461
36,82267	7,73461
36,87768	7,73461
36,82267	7,73461
36,87768	7,73461
36,82267	7,73461
36,87768	7,74438
36,82267	7,73949
36,87768	7,74438
36,82267	7,75414
36,87768	7,74926
36,82267	7,75414
36,93274	7,74926
36,87768	7,75414
36,98787	7,74926
36,87768	7,75414
36,98787	7,75414
36,93274	7,75414
36,93274	7,75903
36,87768	7,76391
36,98787	7,76391
36,87768	7,76391
36,98787	7,77367
36,93274	7,76879
36,93274	7,77367
36,87768	7,77367
36,98787	7,77367
36,87768	7,77367
36,98787	7,77856
36,87768	7,79321
36,98787	7,77856
36,87768	7,79321
36,98787	7,77856
36,93274	7,79321
36,98787	7,78832
36,93274	7,79321
36,98787	7,79321
36,93274	7,79321
36,98787	7,79321
36,93274	7,79809
36,98787	7,79809
36,93274	7,80297
36,98787	7,79809
36,93274	7,80297
36,98787	7,81274
36,93274	7,80297
36,98787	7,81274
36,93274	7,81274
36,98787	7,81274
36,93274	7,81274
36,98787	7,81274
36,93274	7,81762
36,98787	7,82250
36,93274	7,81762
36,98787	7,82250
36,98787	7,83227
36,98787	7,82250
36,98787	7,83227
36,98787	7,82250
36,93274	7,83227
36,98787	7,83227
36,93274	7,83227
36,98787	7,83227
36,93274	7,83715
37,09833	7,84204
36,98787	7,84204
36,98787	7,84204
36,93274	7,84204
37,09833	7,85180
36,98787	7,85180
37,09833	7,85180
36,93274	7,85180
37,09833	7,85180
36,98787	7,85180
37,09833	7,85669
36,98787	7,85669
37,09833	7,85669
36,98787	7,86157
36,98787	7,86157
36,98787	7,85669
36,98787	7,86157
37,04307	7,87133
37,09833	7,87133
36,98787	7,87133
37,09833	7,87133
37,04307	7,87133
37,15365	7,87133
37,04307	7,87622
37,09833	7,88110
36,98787	7,88110
37,09833	7,88110
36,98787	7,89087
37,15365	7,89087
36,98787	7,89087
37,15365	7,89087
36,98787	7,89087
37,15365	7,89087
37,04307	7,89575
37,15365	7,90063
37,04307	7,89575
37,15365	7,89087
37,15365	7,91040
37,20903	7,90551
37,15365	7,91040
37,15365	7,90551
37,04307	7,91040
37,15365	7,90551
36,98787	7,91528
37,20903	7,91040
37,09833	7,91528
37,20903	7,91040
37,09833	7,92016
37,20903	7,92016
37,15365	7,92016
37,20903	7,92993
37,15365	7,92505
37,20903	7,92993
37,15365	7,92993
37,20903	7,92993
37,15365	7,92993
37,20903	7,92993
37,04307	7,93481
37,20903	7,93970
37,15365	7,93970
37,20903	7,93970
37,15365	7,94946
37,20903	7,93970
37,15365	7,94946
37,20903	7,94946
37,15365	7,94946
37,20903	7,94458
37,15365	7,95434
37,20903	7,95434
37,15365	7,95923
37,20903	7,95923
37,15365	7,95923
37,20903	7,95923
37,15365	7,96411
37,26448	7,96899
37,15365	7,96899
37,26448	7,96899
37,15365	7,96899
37,20903	7,96899
37,15365	7,97388
37,20903	7,97388
37,20903	7,97388
37,20903	7,97876
37,15365	7,97388
37,26448	7,97876
37,20903	7,98853
37,31999	7,97876
37,20903	7,98853
37,31999	7,98364
37,20903	7,99341
37,31999	7,98853
37,20903	7,99341
37,31999	7,98853
37,20903	7,99341
37,31999	7,99829
37,26448	7,99829
37,31999	8,00806
37,26448	7,99829
37,31999	8,00806
37,26448	8,00806
37,31999	8,00806
37,26448	8,00806
37,31999	8,00806
37,26448	8,01294
37,37557	8,01294
37,26448	8,01294
37,31999	8,01294
37,26448	8,02759
37,37557	8,02271
37,26448	8,02759
37,37557	8,02271
37,26448	8,02759
37,37557	8,02271
37,26448	8,03247
37,37557	8,02759
37,26448	8,03247
37,31999	8,03247
37,26448	8,03735
37,37557	8,03735
37,26448	8,04712
37,43122	8,04224
37,26448	8,04712
37,37557	8,04224
37,26448	8,04712
37,37557	8,04712
37,31999	8,05200
37,31999	8,05200
37,26448	8,05689
37,43122	8,05689
37,26448	8,06665
37,43122	8,05689
37,37557	8,06665
37,43122	8,05689
37,26448	8,06665
37,43122	8,06665
37,31999	8,06665
37,43122	8,06665
37,31999	8,06665
37,43122	8,06665
37,37557	8,07154
37,43122	8,07642
37,31999	8,07642
37,43122	8,08618
37,37557	8,08618
37,43122	8,08618
37,37557	8,08618
37,43122	8,08618
37,37557	8,08618
37,43122	8,08618
37,37557	8,09107
37,43122	8,09595
37,37557	8,09595
37,43122	8,09595
37,37557	8,10572
37,43122	8,10083
37,37557	8,10572
37,43122	8,10083
37,37557	8,10572
37,43122	8,10572
37,37557	8,11060
37,43122	8,11548
37,37557	8,11060
37,43122	8,11548
37,37557	8,12525
37,43122	8,12525
37,37557	8,12525
37,43122	8,12525
37,43122	8,12525
37,43122	8,12525
37,37557	8,12525
37,43122	8,12525
37,43122	8,13013
37,43122	8,13013
37,43122	8,13013
37,43122	8,13501
37,43122	8,13501
37,43122	8,13501
37,43122	8,14478
37,43122	8,13990
37,43122	8,14478
37,43122	8,14478
37,43122	8,14966
37,43122	8,14966
37,43122	8,14966
37,43122	8,15455
37,43122	8,15455
37,43122	8,15455
37,43122	8,15455
37,43122	8,16431
37,43122	8,15943
37,43122	8,16431
37,43122	8,16431
37,43122	8,16431
37,43122	8,16431
37,43122	8,16919
37,43122	8,17408
37,43122	8,17408
37,43122	8,16919
37,54270	8,17408
37,43122	8,18384
37,54270	8,17408
37,43122	8,18384
37,54270	8,18384
37,43122	8,18384
37,54270	8,18384
37,43122	8,18873
37,54270	8,18873
37,43122	8,18873
37,43122	8,19361
37,43122	8,19361
37,54270	8,19361
37,43122	8,20338
37,59854	8,20338
37,54270	8,20338
37,59854	8,20338
37,48692	8,20338
37,65444	8,20338
37,48692	8,20826
37,65444	8,20826
37,48692	8,20826
37,65444	8,20826
37,48692	8,22291
37,65444	8,21314
37,54270	8,22291
37,59854	8,21802
37,59854	8,22291
37,65444	8,22291
37,59854	8,22291
37,65444	8,22291
37,54270	8,22779
37,65444	8,22779
37,59854	8,23267
37,65444	8,22779
37,59854	8,23267
37,65444	8,24244
37,59854	8,23756
37,65444	8,24244
37,59854	8,23756
37,65444	8,24244
37,59854	8,24732
37,65444	8,24732
37,59854	8,24732
37,65444	8,25220
37,59854	8,25220
37,65444	8,25220
37,59854	8,25220
37,65444	8,25220
37,59854	8,26197
37,65444	8,25709
37,59854	8,26197
37,65444	8,26197
37,59854	8,26685
37,65444	8,26685
37,65444	8,26685
37,76645	8,27174
37,65444	8,26685
37,65444	8,28150
37,65444	8,27174
37,71041	8,28150
37,59854	8,28150
37,71041	8,28150
37,65444	8,28150
37,76645	8,28150
37,65444	8,29127
37,76645	8,28639
37,65444	8,28639
37,76645	8,28639
37,65444	8,30103
37,76645	8,29127
37,65444	8,29615
37,76645	8,29615
37,71041	8,30103
37,76645	8,30103
37,71041	8,30103
37,76645	8,30103
37,65444	8,30592
37,76645	8,31080
37,71041	8,31080
37,76645	8,31080
37,71041	8,30592
37,76645	8,32057
37,71041	8,32057
37,76645	8,32057
37,71041	8,32057
37,76645	8,32057
37,71041	8,32545
37,76645	8,32545
37,71041	8,32545
37,76645	8,33033
37,71041	8,33033
37,82256	8,33033
37,71041	8,34010
37,82256	8,33522
37,71041	8,34010
37,82256	8,34010
37,71041	8,34010
37,82256	8,34010
37,71041	8,34498
37,87873	8,34986
37,71041	8,34498
37,87873	8,34986
37,71041	8,34986
37,82256	8,34986
37,71041	8,35963
37,82256	8,35963
37,76645	8,35963
37,87873	8,35963
37,76645	8,35963
37,87873	8,36451
37,76645	8,36451
37,87873	8,36451
37,82256	8,37916
37,82256	8,36940
37,76645	8,37916
37,87873	8,37428
37,82256	8,37916
37,87873	8,37916
37,82256	8,37916
37,87873	8,37916
37,82256	8,38404
37,87873	8,38404
37,82256	8,38404
37,87873	8,38404
37,82256	8,38893
37,87873	8,39869
37,82256	8,39381
37,87873	8,39869
37,76645	8,39869
37,87873	8,39869
37,82256	8,39869
37,87873	8,40358
37,82256	8,40358
37,87873	8,40846
37,82256	8,40846
37,87873	8,40846
37,82256	8,40846
37,87873	8,40846
37,82256	8,41823
37,87873	8,41334
37,82256	8,41823
37,87873	8,41823
37,82256	8,42311
37,87873	8,42311
37,82256	8,42311
37,87873	8,42799
37,82256	8,42799
37,87873	8,43776
37,87873	8,43776
37,87873	8,43776
37,87873	8,43776
37,87873	8,43776
37,87873	8,43776
37,87873	8,43776
37,87873	8,44264
37,87873	8,44752
37,82256	8,44264
37,87873	8,44752
37,87873	8,45241
37,87873	8,44752
37,87873	8,45729
37,99127	8,45241
37,87873	8,45729
37,87873	8,45729
37,87873	8,45729
37,87873	8,45729
37,93497	8,46217
37,87873	8,46706
37,87873	8,46706
37,87873	8,47682
37,87873	8,46706
37,99127	8,47682
37,87873	8,47194
38,04765	8,47682
37,93497	8,47682
37,87873	8,47682
37,93497	8,48170
37,99127	8,48170
37,93497	8,48170
37,99127	8,48659
37,87873	8,49635
37,99127	8,48659
37,99127	8,49635
38,04765	8,49147
37,93497	8,49635
38,04765	8,49147
37,93497	8,49635
38,10409	8,49635
37,87873	8,50124
38,04765	8,50124
37,99127	8,50612
38,04765	8,50612
37,99127	8,50124
38,04765	8,50612
38,04765	8,51588
38,04765	8,51588
37,93497	8,51588
38,10409	8,51588
37,99127	8,52077
38,04765	8,52077
37,99127	8,52077
38,10409	8,52565
38,04765	8,52077
38,10409	8,52565
37,99127	8,53542
38,10409	8,52565
38,04765	8,53542
38,10409	8,53542
38,04765	8,54030
38,10409	8,53542
38,04765	8,53542
38,10409	8,54030
38,04765	8,54030
38,10409	8,54518
38,04765	8,54518
38,10409	8,55495
38,04765	8,55007
38,16060	8,55495
38,04765	8,55495
38,16060	8,55495
38,04765	8,55983
38,16060	8,55495
38,04765	8,55983
38,10409	8,56471
38,04765	8,56471
38,10409	8,56471
38,04765	8,57448
38,16060	8,56471
38,04765	8,57448
38,10409	8,56960
38,04765	8,57448
38,10409	8,57448
38,04765	8,57936
38,10409	8,57936
38,10409	8,57936
38,10409	8,57936
38,04765	8,57936
38,21718	8,58425
38,04765	8,58913
38,16060	8,59401
38,10409	8,59401
38,21718	8,59401
38,10409	8,59401
38,21718	8,59401
38,10409	8,59890
38,21718	8,60378
38,10409	8,59890
38,16060	8,60378
38,10409	8,61354
38,21718	8,60866
38,10409	8,61354
38,21718	8,61354
38,16060	8,61354
38,16060	8,61354
38,10409	8,61354
38,21718	8,61354
38,10409	8,61843
38,21718	8,62331
38,16060	8,62331
38,21718	8,63308
38,16060	8,62331
38,21718	8,63308
38,16060	8,62819
38,27383	8,63308
38,16060	8,63308
38,27383	8,63308
38,16060	8,63796
38,27383	8,63796
38,16060	8,64284
38,27383	8,64284
38,16060	8,65261
38,33054	8,64772
38,16060	8,65261
38,27383	8,64772
38,16060	8,65261
38,27383	8,65261
38,16060	8,65261
38,27383	8,65261
38,21718	8,65749
38,27383	8,66237
38,21718	8,66237
38,33054	8,66237
38,21718	8,66726
38,27383	8,66726
38,27383	8,67214
38,33054	8,67214
38,27383	8,67214
38,33054	8,67214
38,21718	8,67702
38,33054	8,68191
38,21718	8,67702
38,27383	8,68191
38,27383	8,68191
38,33054	8,68191
38,27383	8,69167
38,33054	8,68679
38,27383	8,69167
38,33054	8,68679
38,21718	8,69655
38,33054	8,69655
38,27383	8,69655
38,33054	8,70144
38,27383	8,70144
38,33054	8,71120
38,27383	8,71120
38,33054	8,71120
38,27383	8,70632
38,33054	8,71120
38,27383	8,71120
38,33054	8,71120
38,27383	8,71609
38,33054	8,72097
38,33054	8,71609
38,33054	8,72097
38,27383	8,73074
38,33054	8,72585
38,27383	8,73074
38,33054	8,72585
38,27383	8,73074
38,33054	8,73074
38,27383	8,73074
38,33054	8,73562
38,27383	8,73562
38,33054	8,74050
38,27383	8,74050
38,33054	8,74050
38,27383	8,75027
38,33054	8,75027
38,27383	8,75027
38,33054	8,75027
38,33054	8,75027
38,33054	8,75027
38,38733	8,75515
38,33054	8,75515
38,38733	8,75515
38,33054	8,76003
38,38733	8,76980
38,33054	8,76492
38,38733	8,76980
38,33054	8,76492
38,33054	8,76980
38,44419	8,76980
38,38733	8,76980
38,33054	8,77468
38,38733	8,77468
38,50111	8,77468
38,38733	8,77956
38,33054	8,77956
38,38733	8,78445
38,44419	8,78933
38,38733	8,78933
38,44419	8,78933
38,38733	8,78933
38,44419	8,78933
38,38733	8,78933
38,44419	8,79421
38,38733	8,79421
38,50111	8,79910
38,38733	8,79421
38,33054	8,79910
38,38733	8,80886
38,50111	8,79910
38,38733	8,80886
38,50111	8,80398
38,38733	8,80886
38,50111	8,80398
38,38733	8,80886
38,50111	8,80886
38,44419	8,81375
38,50111	8,81375
38,38733	8,81375
38,55811	8,81863
38,44419	8,81863
38,50111	8,82351
38,44419	8,82839
38,55811	8,82351
38,44419	8,82839
38,50111	8,82839
38,44419	8,82839
38,55811	8,83328
38,50111	8,83816
38,55811	8,83816
38,44419	8,84793
38,55811	8,84304
38,44419	8,83816
38,50111	8,84304
38,50111	8,84793
38,55811	8,84304
38,44419	8,84793
38,61518	8,85281
38,50111	8,85281
38,55811	8,85769
38,50111	8,85281
38,55811	8,85769
38,50111	8,85769
38,61518	8,86746
38,50111	8,85769
38,55811	8,86746
38,50111	8,86746
38,55811	8,86746
38,50111	8,86746
38,61518	8,87722
38,50111	8,87234
38,55811	8,87722
38,50111	8,87234
38,61518	8,87722
38,55811	8,88699
38,61518	8,87722
38,50111	8,88699
38,55811	8,88211
38,50111	8,88699
38,67232	8,88699
38,50111	8,89187
38,67232	8,89187
38,50111	8,89676
38,61518	8,89187
38,55811	8,90164
38,61518	8,89676
38,55811	8,90652
38,67232	8,90652
38,50111	8,90652
38,67232	8,90652
38,55811	8,91140
38,61518	8,90652
38,55811	8,91140
38,67232	8,91140
38,55811	8,92605
38,67232	8,91629
38,55811	8,92605
38,67232	8,91629
38,55811	8,92605
38,67232	8,92605
38,61518	8,92605
38,67232	8,92605
38,61518	8,93094
38,67232	8,93094
38,61518	8,93094
38,67232	8,93094
38,55811	8,93094
38,67232	8,94559
38,61518	8,93582
38,72953	8,94559
38,61518	8,94070
38,72953	8,94559
38,61518	8,94559
38,67232	8,94559
38,61518	8,94559
38,72953	8,95047
38,61518	8,95047
38,67232	8,95535
38,61518	8,95535
38,67232	8,96023
38,67232	8,95535
38,72953	8,96023
38,61518	8,96512
38,72953	8,96512
38,67232	8,97000
38,72953	8,96512
38,61518	8,97000
38,72953	8,97000
38,61518	8,97000
38,78681	8,97488
38,61518	8,97488
38,78681	8,97488
38,67232	8,98465
38,72953	8,98465
38,67232	8,98465
38,78681	8,98465
38,67232	8,98953
38,78681	8,98465
38,67232	8,98953
38,78681	8,99442
38,67232	8,99442
38,78681	8,99442
38,72953	8,99930
38,78681	8,99442
38,72953	9,00418
38,78681	8,99930
38,72953	9,00418
38,78681	9,00418
38,72953	9,00906
38,78681	9,00906
38,72953	9,00906
38,78681	9,01395
38,72953	9,01395
38,78681	9,02371
38,72953	9,01883
38,78681	9,02371
38,72953	9,02371
38,78681	9,02371
38,72953	9,02371
38,78681	9,02371
38,72953	9,02860
38,78681	9,03348
38,72953	9,03348
38,78681	9,03348
38,72953	9,04324
38,78681	9,03348
38,72953	9,04324
38,78681	9,03836
38,78681	9,04324
38,78681	9,03836
38,72953	9,04324
38,78681	9,04813
38,72953	9,04813
38,78681	9,05301
38,78681	9,05301
38,78681	9,06278
38,72953	9,05789
38,84416	9,06278
38,78681	9,06278
38,78681	9,06278
38,78681	9,06278
38,78681	9,06278
38,78681	9,06766
38,78681	9,06766
38,78681	9,06766
38,78681	9,07254
38,78681	9,08231
38,90158	9,07254
38,78681	9,08231
38,78681	9,08231
38,78681	9,08231
38,90158	9,08231
38,78681	9,08719
38,90158	9,08231
38,78681	9,08719
38,90158	9,10184
38,84416	9,09207
38,90158	9,09207
38,78681	9,09207
38,90158	9,10184
38,78681	9,10184
38,90158	9,10184
38,78681	9,10184
38,78681	9,10184
38,84416	9,11161
38,90158	9,10672
38,90158	9,10672
38,90158	9,11161
38,84416	9,11161
38,95908	9,11161
38,78681	9,12137
38,95908	9,11649
38,84416	9,12137
38,95908	9,12137
38,84416	9,12137
38,95908	9,12137
38,90158	9,13114
38,95908	9,12626
38,90158	9,12626
39,01665	9,13114
38,78681	9,13114
39,01665	9,14090
38,84416	9,14090
38,95908	9,14090
38,95908	9,14090
39,01665	9,14090
38,90158	9,14579
39,01665	9,14579
38,95908	9,14579
39,01665	9,15067
38,95908	9,15067
38,95908	9,15067
38,95908	9,16044
39,01665	9,15555
38,90158	9,16044
39,01665	9,16044
38,95908	9,16044
39,01665	9,16532
38,95908	9,16532
39,01665	9,16532
38,95908	9,16532
39,01665	9,17997
38,95908	9,17508
39,01665	9,17997
38,95908	9,17997
39,01665	9,17997
38,95908	9,17997
39,01665	9,17997
38,95908	9,18485
39,01665	9,18485
38,95908	9,18485
39,07429	9,18973
38,95908	9,19950
39,07429	9,19462
38,95908	9,19950
39,01665	9,18973
38,95908	9,19950
39,07429	9,19950
38,95908	9,19950
39,01665	9,19950
39,01665	9,20438
39,07429	9,20438
39,01665	9,20927
39,13201	9,20927
39,01665	9,21415
39,13201	9,21415
38,95908	9,21903
39,13201	9,21903
39,01665	9,21903
39,13201	9,21903
39,01665	9,22391
39,13201	9,22391
39,01665	9,22391
39,13201	9,22880
39,01665	9,22880
39,13201	9,22880
39,07429	9,23856
39,13201	9,22880
39,07429	9,23856
39,07429	9,23856
39,01665	9,23856
39,13201	9,24345
39,07429	9,24345
39,13201	9,24345
39,07429	9,24345
39,13201	9,24833
39,07429	9,24833
39,13201	9,25810
39,07429	9,25321
39,13201	9,25810
39,07429	9,25810
39,13201	9,25810
39,07429	9,26298
39,18980	9,26298
39,07429	9,26298
39,13201	9,26298
39,07429	9,26786
39,18980	9,27274
39,13201	9,26786
39,18980	9,27274
39,07429	9,27763
39,24766	9,27763
39,07429	9,27763
39,18980	9,28251
39,07429	9,28251
39,18980	9,28251
39,13201	9,28251
39,24766	9,28739
39,13201	9,28739
39,24766	9,29228
39,13201	9,29716
39,24766	9,29716
39,13201	9,29716
39,24766	9,29716
39,13201	9,29716
39,18980	9,30204
39,13201	9,30204
39,24766	9,30204
39,13201	9,30692
39,24766	9,30692
39,18980	9,31669
39,24766	9,30204
39,18980	9,31669
39,24766	9,31669
39,18980	9,31669
39,24766	9,31669
39,13201	9,32157
39,24766	9,31669
