Temperatura, Can B, Raccolta #2
Tempo ( s )	Temperatura ( °C )
277,6000	29,11161
277,7000	29,15948
277,8000	29,11161
277,9000	29,15948
278,0000	29,11161
278,1000	29,15948
278,2000	29,11161
278,3000	29,15948
278,4000	29,11161
278,5000	29,15948
278,6000	29,11161
278,7000	29,15948
278,8000	29,11161
278,9000	29,15948
279,0000	29,11161
279,1000	29,11161
279,2000	29,11161
279,3000	29,15948
279,4000	29,11161
279,5000	29,15948
279,6000	29,01597
279,7000	29,11161
279,8000	29,11161
279,9000	29,15948
280,0000	29,11161
280,1000	29,15948
280,2000	29,01597
280,3000	29,11161
280,4000	29,11161
280,5000	29,15948
280,6000	29,01597
280,7000	29,11161
280,8000	29,01597
280,9000	29,11161
281,0000	29,01597
281,1000	29,11161
281,2000	29,01597
281,3000	29,11161
281,4000	29,01597
281,5000	29,11161
281,6000	29,11161
281,7000	29,11161
281,8000	29,01597
281,9000	29,06377
282,0000	29,01597
282,1000	29,11161
282,2000	29,01597
282,3000	29,01597
282,4000	29,01597
282,5000	29,11161
282,6000	29,01597
282,7000	29,11161
282,8000	29,01597
282,9000	29,11161
283,0000	29,01597
283,1000	29,11161
283,2000	29,01597
283,3000	29,06377
283,4000	29,01597
283,5000	29,11161
283,6000	29,01597
283,7000	29,01597
283,8000	29,01597
283,9000	29,06377
284,0000	29,01597
284,1000	29,01597
284,2000	29,01597
284,3000	29,06377
284,4000	29,01597
284,5000	29,01597
284,6000	29,01597
284,7000	29,11161
284,8000	29,01597
284,9000	29,01597
285,0000	29,01597
285,1000	29,01597
285,2000	29,01597
285,3000	29,01597
285,4000	29,01597
285,5000	29,01597
285,6000	29,01597
285,7000	29,01597
285,8000	29,01597
285,9000	29,01597
286,0000	29,01597
286,1000	29,01597
286,2000	28,96821
286,3000	29,01597
286,4000	29,01597
286,5000	29,01597
286,6000	29,01597
286,7000	29,01597
286,8000	29,01597
286,9000	29,01597
287,0000	28,96821
287,1000	29,01597
287,2000	29,01597
287,3000	29,01597
287,4000	28,92048
287,5000	29,01597
287,6000	29,01597
287,7000	29,01597
287,8000	28,96821
287,9000	29,01597
288,0000	29,01597
288,1000	29,01597
288,2000	29,01597
288,3000	29,01597
288,4000	28,92048
288,5000	29,01597
288,6000	29,01597
288,7000	29,01597
288,8000	29,01597
288,9000	28,96821
289,0000	28,96821
289,1000	28,96821
289,2000	28,96821
289,3000	29,01597
289,4000	28,92048
289,5000	28,96821
289,6000	28,92048
289,7000	29,01597
289,8000	29,01597
289,9000	29,01597
290,0000	28,92048
290,1000	29,01597
290,2000	29,01597
290,3000	28,96821
290,4000	28,96821
290,5000	29,01597
290,6000	28,92048
290,7000	29,01597
290,8000	28,92048
290,9000	29,01597
291,0000	28,92048
291,1000	28,96821
291,2000	28,92048
291,3000	28,96821
291,4000	28,92048
291,5000	29,01597
291,6000	28,92048
291,7000	28,96821
291,8000	28,92048
291,9000	28,96821
292,0000	28,92048
292,1000	28,92048
292,2000	28,92048
292,3000	28,96821
292,4000	28,92048
292,5000	29,01597
292,6000	28,92048
292,7000	28,92048
292,8000	28,92048
292,9000	28,96821
293,0000	28,92048
293,1000	28,96821
293,2000	28,92048
293,3000	28,92048
293,4000	28,92048
293,5000	28,92048
293,6000	28,92048
293,7000	28,92048
293,8000	28,92048
293,9000	28,96821
294,0000	28,92048
294,1000	28,92048
294,2000	28,82511
294,3000	28,87278
294,4000	28,87278
294,5000	28,92048
294,6000	28,92048
294,7000	28,92048
294,8000	28,82511
294,9000	28,92048
295,0000	28,82511
295,1000	28,92048
295,2000	28,87278
295,3000	28,92048
295,4000	28,92048
295,5000	28,87278
295,6000	28,82511
295,7000	28,92048
295,8000	28,82511
295,9000	28,92048
296,0000	28,82511
296,1000	28,92048
296,2000	28,87278
296,3000	28,82511
296,4000	28,82511
296,5000	28,82511
296,6000	28,82511
296,7000	28,87278
296,8000	28,82511
296,9000	28,82511
297,0000	28,82511
297,1000	28,92048
297,2000	28,82511
297,3000	28,82511
297,4000	28,82511
297,5000	28,82511
297,6000	28,82511
297,7000	28,82511
297,8000	28,82511
297,9000	28,82511
298,0000	28,82511
298,1000	28,82511
298,2000	28,82511
298,3000	28,82511
298,4000	28,82511
298,5000	28,82511
298,6000	28,82511
298,7000	28,82511
298,8000	28,82511
298,9000	28,82511
299,0000	28,82511
299,1000	28,82511
299,2000	28,82511
299,3000	28,77748
299,4000	28,82511
299,5000	28,82511
299,6000	28,77748
299,7000	28,82511
299,8000	28,72989
299,9000	28,77748
300,0000	28,82511
300,1000	28,82511
300,2000	28,77748
300,3000	28,77748
300,4000	28,72989
300,5000	28,82511
300,6000	28,72989
300,7000	28,82511
300,8000	28,77748
300,9000	28,77748
301,0000	28,72989
301,1000	28,82511
301,2000	28,72989
301,3000	28,77748
301,4000	28,77748
301,5000	28,82511
301,6000	28,72989
301,7000	28,82511
301,8000	28,72989
301,9000	28,77748
302,0000	28,72989
302,1000	28,82511
302,2000	28,72989
302,3000	28,77748
302,4000	28,72989
302,5000	28,77748
302,6000	28,72989
302,7000	28,77748
302,8000	28,68233
302,9000	28,77748
303,0000	28,72989
303,1000	28,77748
303,2000	28,72989
303,3000	28,77748
303,4000	28,72989
303,5000	28,77748
303,6000	28,72989
303,7000	28,77748
303,8000	28,63480
303,9000	28,77748
304,0000	28,63480
304,1000	28,72989
304,2000	28,63480
304,3000	28,72989
304,4000	28,63480
304,5000	28,72989
304,6000	28,63480
304,7000	28,68233
304,8000	28,63480
304,9000	28,72989
305,0000	28,63480
305,1000	28,63480
305,2000	28,63480
305,3000	28,63480
305,4000	28,63480
305,5000	28,72989
305,6000	28,63480
305,7000	28,72989
305,8000	28,63480
305,9000	28,68233
306,0000	28,63480
306,1000	28,63480
306,2000	28,63480
306,3000	28,63480
306,4000	28,63480
306,5000	28,63480
306,6000	28,63480
306,7000	28,63480
306,8000	28,63480
306,9000	28,63480
307,0000	28,63480
307,1000	28,63480
307,2000	28,63480
307,3000	28,63480
307,4000	28,63480
307,5000	28,63480
307,6000	28,63480
307,7000	28,63480
307,8000	28,63480
307,9000	28,63480
308,0000	28,63480
308,1000	28,63480
308,2000	28,58730
308,3000	28,63480
308,4000	28,53984
308,5000	28,63480
308,6000	28,63480
308,7000	28,63480
308,8000	28,53984
308,9000	28,63480
309,0000	28,63480
309,1000	28,63480
309,2000	28,63480
309,3000	28,63480
309,4000	28,53984
309,5000	28,63480
309,6000	28,53984
309,7000	28,63480
309,8000	28,53984
309,9000	28,58730
310,0000	28,53984
310,1000	28,63480
310,2000	28,53984
310,3000	28,58730
310,4000	28,53984
310,5000	28,63480
310,6000	28,53984
310,7000	28,58730
310,8000	28,53984
310,9000	28,58730
311,0000	28,53984
311,1000	28,58730
311,2000	28,53984
311,3000	28,58730
311,4000	28,53984
311,5000	28,58730
311,6000	28,44501
311,7000	28,58730
311,8000	28,53984
311,9000	28,58730
312,0000	28,53984
312,1000	28,53984
312,2000	28,53984
312,3000	28,53984
312,4000	28,53984
312,5000	28,58730
312,6000	28,53984
312,7000	28,58730
312,8000	28,53984
312,9000	28,53984
313,0000	28,53984
313,1000	28,53984
313,2000	28,44501
313,3000	28,53984
313,4000	28,44501
313,5000	28,44501
313,6000	28,44501
313,7000	28,44501
313,8000	28,44501
313,9000	28,58730
314,0000	28,44501
314,1000	28,53984
314,2000	28,53984
314,3000	28,44501
314,4000	28,44501
314,5000	28,53984
314,6000	28,44501
314,7000	28,44501
314,8000	28,44501
314,9000	28,53984
315,0000	28,44501
315,1000	28,53984
315,2000	28,44501
315,3000	28,44501
315,4000	28,44501
315,5000	28,49241
315,6000	28,44501
315,7000	28,44501
315,8000	28,44501
315,9000	28,53984
316,0000	28,44501
316,1000	28,53984
316,2000	28,44501
316,3000	28,44501
316,4000	28,44501
316,5000	28,44501
316,6000	28,44501
316,7000	28,44501
316,8000	28,44501
316,9000	28,44501
317,0000	28,44501
317,1000	28,44501
317,2000	28,39765
317,3000	28,44501
317,4000	28,44501
317,5000	28,44501
317,6000	28,44501
317,7000	28,44501
317,8000	28,44501
317,9000	28,44501
318,0000	28,44501
318,1000	28,44501
318,2000	28,39765
318,3000	28,39765
318,4000	28,44501
318,5000	28,44501
318,6000	28,39765
318,7000	28,39765
318,8000	28,39765
318,9000	28,39765
319,0000	28,35031
319,1000	28,44501
319,2000	28,35031
319,3000	28,44501
319,4000	28,44501
319,5000	28,44501
319,6000	28,35031
319,7000	28,44501
319,8000	28,35031
319,9000	28,44501
320,0000	28,35031
320,1000	28,39765
320,2000	28,35031
320,3000	28,39765
320,4000	28,35031
320,5000	28,39765
320,6000	28,35031
320,7000	28,39765
320,8000	28,35031
320,9000	28,39765
321,0000	28,35031
321,1000	28,35031
321,2000	28,35031
321,3000	28,35031
321,4000	28,35031
321,5000	28,35031
321,6000	28,35031
321,7000	28,35031
321,8000	28,35031
321,9000	28,39765
322,0000	28,25575
322,1000	28,39765
322,2000	28,35031
322,3000	28,35031
322,4000	28,25575
322,5000	28,35031
322,6000	28,25575
322,7000	28,35031
322,8000	28,25575
322,9000	28,35031
323,0000	28,25575
323,1000	28,35031
323,2000	28,35031
323,3000	28,35031
323,4000	28,25575
323,5000	28,35031
323,6000	28,25575
323,7000	28,30301
323,8000	28,25575
323,9000	28,35031
324,0000	28,25575
324,1000	28,35031
324,2000	28,25575
324,3000	28,35031
324,4000	28,25575
324,5000	28,35031
324,6000	28,35031
324,7000	28,35031
324,8000	28,25575
324,9000	28,35031
325,0000	28,25575
325,1000	28,35031
325,2000	28,25575
325,3000	28,30301
325,4000	28,25575
325,5000	28,35031
325,6000	28,25575
325,7000	28,35031
325,8000	28,25575
325,9000	28,25575
326,0000	28,25575
326,1000	28,35031
326,2000	28,25575
326,3000	28,30301
326,4000	28,25575
326,5000	28,35031
326,6000	28,25575
326,7000	28,35031
326,8000	28,25575
326,9000	28,30301
327,0000	28,25575
327,1000	28,30301
327,2000	28,25575
327,3000	28,25575
327,4000	28,25575
327,5000	28,30301
327,6000	28,25575
327,7000	28,25575
327,8000	28,25575
327,9000	28,25575
328,0000	28,25575
328,1000	28,35031
328,2000	28,25575
328,3000	28,30301
328,4000	28,25575
328,5000	28,30301
328,6000	28,25575
328,7000	28,25575
328,8000	28,25575
328,9000	28,25575
329,0000	28,25575
329,1000	28,25575
329,2000	28,25575
329,3000	28,25575
329,4000	28,25575
329,5000	28,25575
329,6000	28,25575
329,7000	28,25575
329,8000	28,25575
329,9000	28,25575
330,0000	28,25575
330,1000	28,25575
330,2000	28,20851
330,3000	28,25575
330,4000	28,16131
330,5000	28,25575
330,6000	28,25575
330,7000	28,25575
330,8000	28,20851
330,9000	28,25575
331,0000	28,16131
331,1000	28,25575
331,2000	28,20851
331,3000	28,25575
331,4000	28,25575
331,5000	28,20851
331,6000	28,25575
331,7000	28,20851
331,8000	28,25575
331,9000	28,25575
332,0000	28,20851
332,1000	28,25575
332,2000	28,20851
332,3000	28,25575
332,4000	28,20851
332,5000	28,25575
332,6000	28,16131
332,7000	28,25575
332,8000	28,16131
332,9000	28,25575
333,0000	28,25575
333,1000	28,25575
333,2000	28,16131
333,3000	28,20851
333,4000	28,25575
333,5000	28,20851
333,6000	28,16131
333,7000	28,25575
333,8000	28,16131
333,9000	28,25575
334,0000	28,16131
334,1000	28,25575
334,2000	28,25575
334,3000	28,25575
334,4000	28,16131
334,5000	28,20851
334,6000	28,20851
334,7000	28,25575
334,8000	28,20851
334,9000	28,20851
335,0000	28,16131
335,1000	28,20851
335,2000	28,16131
335,3000	28,20851
335,4000	28,16131
335,5000	28,20851
335,6000	28,16131
335,7000	28,20851
335,8000	28,16131
335,9000	28,20851
336,0000	28,16131
336,1000	28,20851
336,2000	28,16131
336,3000	28,20851
336,4000	28,16131
336,5000	28,20851
336,6000	28,16131
336,7000	28,20851
336,8000	28,16131
336,9000	28,20851
337,0000	28,16131
337,1000	28,16131
337,2000	28,16131
337,3000	28,16131
337,4000	28,16131
337,5000	28,20851
337,6000	28,16131
337,7000	28,20851
337,8000	28,16131
337,9000	28,20851
338,0000	28,16131
338,1000	28,20851
338,2000	28,16131
338,3000	28,20851
338,4000	28,16131
338,5000	28,20851
338,6000	28,16131
338,7000	28,25575
338,8000	28,16131
338,9000	28,16131
339,0000	28,16131
339,1000	28,20851
339,2000	28,16131
339,3000	28,16131
339,4000	28,16131
339,5000	28,20851
339,6000	28,16131
339,7000	28,16131
339,8000	28,11414
339,9000	28,16131
340,0000	28,16131
340,1000	28,16131
340,2000	28,16131
340,3000	28,16131
340,4000	28,16131
340,5000	28,16131
340,6000	28,16131
340,7000	28,16131
340,8000	28,16131
340,9000	28,16131
341,0000	28,16131
341,1000	28,16131
341,2000	28,16131
341,3000	28,11414
341,4000	28,16131
341,5000	28,16131
341,6000	28,11414
341,7000	28,16131
341,8000	28,06700
341,9000	28,16131
342,0000	28,16131
342,1000	28,16131
342,2000	28,16131
342,3000	28,16131
342,4000	28,11414
342,5000	28,16131
342,6000	28,16131
342,7000	28,16131
342,8000	28,16131
342,9000	28,16131
343,0000	28,06700
343,1000	28,16131
343,2000	28,06700
343,3000	28,16131
343,4000	28,06700
343,5000	28,11414
343,6000	28,06700
343,7000	28,11414
343,8000	28,06700
343,9000	28,16131
344,0000	28,11414
344,1000	28,16131
344,2000	28,06700
344,3000	28,16131
344,4000	28,16131
344,5000	28,11414
344,6000	28,06700
344,7000	28,16131
344,8000	28,06700
344,9000	28,11414
345,0000	28,06700
345,1000	28,06700
345,2000	28,16131
345,3000	28,11414
345,4000	28,06700
345,5000	28,16131
345,6000	28,06700
345,7000	28,16131
345,8000	28,06700
345,9000	28,11414
346,0000	28,06700
346,1000	28,16131
346,2000	28,06700
346,3000	28,06700
346,4000	28,06700
346,5000	28,11414
346,6000	28,06700
346,7000	28,16131
346,8000	28,06700
346,9000	28,11414
347,0000	28,06700
347,1000	28,06700
347,2000	28,06700
347,3000	28,11414
347,4000	28,06700
347,5000	28,11414
347,6000	28,06700
347,7000	28,11414
347,8000	28,06700
347,9000	28,06700
348,0000	28,06700
348,1000	28,06700
348,2000	28,06700
348,3000	28,06700
348,4000	28,06700
348,5000	28,06700
348,6000	28,06700
348,7000	28,06700
348,8000	28,06700
348,9000	28,06700
349,0000	28,06700
349,1000	28,06700
349,2000	28,06700
349,3000	28,06700
349,4000	27,97282
349,5000	28,06700
349,6000	28,06700
349,7000	28,06700
349,8000	28,01989
349,9000	28,06700
350,0000	28,06700
350,1000	28,06700
350,2000	28,06700
350,3000	28,06700
350,4000	28,06700
350,5000	28,06700
350,6000	28,06700
350,7000	28,06700
350,8000	28,06700
350,9000	28,06700
351,0000	28,06700
351,1000	28,06700
351,2000	28,06700
351,3000	28,01989
351,4000	28,06700
351,5000	28,06700
351,6000	27,97282
351,7000	28,06700
351,8000	27,97282
351,9000	28,06700
352,0000	28,01989
352,1000	28,06700
352,2000	28,01989
352,3000	28,01989
352,4000	27,97282
352,5000	28,01989
352,6000	27,97282
352,7000	28,01989
352,8000	27,97282
352,9000	28,01989
353,0000	27,97282
353,1000	28,06700
353,2000	27,97282
353,3000	28,01989
353,4000	28,06700
353,5000	28,01989
353,6000	27,97282
353,7000	28,06700
353,8000	27,97282
353,9000	28,01989
354,0000	27,97282
354,1000	28,01989
354,2000	27,97282
354,3000	28,01989
354,4000	27,97282
354,5000	28,01989
354,6000	27,97282
354,7000	27,97282
354,8000	27,97282
354,9000	28,01989
355,0000	27,97282
355,1000	28,01989
355,2000	27,92577
355,3000	28,01989
355,4000	27,97282
355,5000	27,97282
355,6000	27,97282
355,7000	27,97282
355,8000	27,97282
355,9000	27,92577
356,0000	27,97282
356,1000	27,97282
356,2000	27,97282
356,3000	27,97282
356,4000	27,87876
356,5000	27,97282
356,6000	27,87876
356,7000	27,97282
356,8000	27,87876
356,9000	27,97282
357,0000	27,87876
357,1000	28,01989
357,2000	27,97282
357,3000	27,92577
357,4000	27,97282
357,5000	28,01989
357,6000	27,97282
357,7000	27,97282
357,8000	27,97282
357,9000	27,97282
358,0000	27,87876
358,1000	27,97282
358,2000	27,87876
358,3000	27,97282
358,4000	27,87876
358,5000	27,97282
358,6000	27,87876
358,7000	27,97282
358,8000	27,87876
358,9000	27,97282
359,0000	27,87876
359,1000	27,92577
359,2000	27,87876
359,3000	27,97282
359,4000	27,87876
359,5000	27,97282
359,6000	27,87876
359,7000	27,92577
359,8000	27,87876
359,9000	27,92577
360,0000	27,87876
360,1000	27,97282
360,2000	27,87876
360,3000	27,87876
360,4000	27,87876
360,5000	27,97282
360,6000	27,87876
360,7000	27,97282
360,8000	27,87876
360,9000	27,92577
361,0000	27,87876
361,1000	27,97282
361,2000	27,87876
361,3000	27,87876
361,4000	27,87876
361,5000	27,97282
361,6000	27,87876
361,7000	27,87876
361,8000	27,87876
361,9000	27,97282
362,0000	27,87876
362,1000	27,92577
362,2000	27,87876
362,3000	27,92577
362,4000	27,87876
362,5000	27,87876
362,6000	27,87876
362,7000	27,87876
362,8000	27,87876
362,9000	27,92577
363,0000	27,87876
363,1000	27,87876
363,2000	27,87876
363,3000	27,87876
363,4000	27,87876
363,5000	27,87876
363,6000	27,87876
363,7000	27,87876
363,8000	27,87876
363,9000	27,87876
364,0000	27,87876
364,1000	27,87876
364,2000	27,87876
364,3000	27,87876
364,4000	27,87876
364,5000	27,83178
364,6000	27,87876
364,7000	27,87876
364,8000	27,87876
364,9000	27,83178
365,0000	27,87876
365,1000	27,87876
365,2000	27,87876
365,3000	27,87876
365,4000	27,87876
365,5000	27,87876
365,6000	27,87876
365,7000	27,87876
365,8000	27,87876
365,9000	27,87876
366,0000	27,87876
366,1000	27,87876
366,2000	27,83178
366,3000	27,87876
366,4000	27,87876
366,5000	27,87876
366,6000	27,87876
366,7000	27,87876
366,8000	27,87876
366,9000	27,87876
367,0000	27,87876
367,1000	27,87876
367,2000	27,87876
367,3000	27,87876
367,4000	27,87876
367,5000	27,87876
367,6000	27,87876
367,7000	27,87876
367,8000	27,87876
367,9000	27,87876
368,0000	27,87876
368,1000	27,87876
368,2000	27,87876
368,3000	27,87876
368,4000	27,83178
368,5000	27,87876
368,6000	27,87876
368,7000	27,87876
368,8000	27,87876
368,9000	27,87876
369,0000	27,78483
369,1000	27,87876
369,2000	27,87876
369,3000	27,87876
369,4000	27,78483
369,5000	27,87876
369,6000	27,83178
369,7000	27,83178
369,8000	27,78483
369,9000	27,87876
370,0000	27,83178
370,1000	27,87876
370,2000	27,78483
370,3000	27,87876
370,4000	27,83178
370,5000	27,87876
370,6000	27,87876
370,7000	27,83178
370,8000	27,87876
370,9000	27,83178
371,0000	27,78483
371,1000	27,83178
371,2000	27,83178
371,3000	27,87876
371,4000	27,78483
371,5000	27,87876
371,6000	27,87876
371,7000	27,83178
371,8000	27,78483
371,9000	27,87876
372,0000	27,83178
372,1000	27,87876
372,2000	27,78483
372,3000	27,83178
372,4000	27,78483
372,5000	27,83178
372,6000	27,78483
372,7000	27,87876
372,8000	27,78483
372,9000	27,83178
373,0000	27,78483
373,1000	27,87876
373,2000	27,78483
373,3000	27,83178
373,4000	27,78483
373,5000	27,83178
373,6000	27,78483
373,7000	27,83178
373,8000	27,78483
373,9000	27,83178
374,0000	27,78483
374,1000	27,83178
374,2000	27,78483
374,3000	27,83178
374,4000	27,78483
374,5000	27,78483
374,6000	27,78483
374,7000	27,83178
374,8000	27,78483
374,9000	27,83178
375,0000	27,78483
375,1000	27,78483
375,2000	27,78483
375,3000	27,83178
375,4000	27,78483
375,5000	27,83178
375,6000	27,69102
375,7000	27,83178
375,8000	27,69102
375,9000	27,78483
376,0000	27,69102
376,1000	27,83178
376,2000	27,78483
376,3000	27,78483
376,4000	27,78483
376,5000	27,78483
376,6000	27,78483
376,7000	27,78483
376,8000	27,69102
376,9000	27,78483
377,0000	27,78483
377,1000	27,78483
377,2000	27,69102
377,3000	27,69102
377,4000	27,69102
377,5000	27,78483
377,6000	27,78483
377,7000	27,78483
377,8000	27,69102
377,9000	27,78483
378,0000	27,73791
378,1000	27,78483
378,2000	27,78483
378,3000	27,78483
378,4000	27,69102
378,5000	27,78483
378,6000	27,69102
378,7000	27,69102
378,8000	27,69102
378,9000	27,78483
379,0000	27,69102
379,1000	27,69102
379,2000	27,69102
379,3000	27,78483
379,4000	27,69102
379,5000	27,78483
379,6000	27,69102
379,7000	27,69102
379,8000	27,69102
379,9000	27,78483
380,0000	27,69102
380,1000	27,78483
380,2000	27,69102
380,3000	27,69102
380,4000	27,78483
380,5000	27,69102
380,6000	27,69102
380,7000	27,69102
380,8000	27,78483
380,9000	27,73791
381,0000	27,69102
381,1000	27,69102
381,2000	27,69102
381,3000	27,69102
381,4000	27,69102
381,5000	27,78483
381,6000	27,69102
381,7000	27,69102
381,8000	27,69102
381,9000	27,69102
382,0000	27,69102
382,1000	27,69102
382,2000	27,69102
382,3000	27,69102
382,4000	27,69102
382,5000	27,69102
382,6000	27,69102
382,7000	27,69102
382,8000	27,69102
382,9000	27,69102
383,0000	27,69102
383,1000	27,78483
383,2000	27,69102
383,3000	27,69102
383,4000	27,69102
383,5000	27,69102
383,6000	27,69102
383,7000	27,69102
383,8000	27,69102
383,9000	27,73791
384,0000	27,69102
384,1000	27,73791
384,2000	27,69102
384,3000	27,69102
384,4000	27,69102
384,5000	27,69102
384,6000	27,69102
384,7000	27,69102
384,8000	27,69102
384,9000	27,69102
385,0000	27,69102
385,1000	27,69102
385,2000	27,69102
385,3000	27,69102
385,4000	27,69102
385,5000	27,69102
385,6000	27,69102
385,7000	27,69102
385,8000	27,69102
385,9000	27,69102
386,0000	27,69102
386,1000	27,69102
386,2000	27,69102
386,3000	27,69102
386,4000	27,69102
386,5000	27,69102
386,6000	27,69102
386,7000	27,69102
386,8000	27,69102
386,9000	27,69102
387,0000	27,69102
387,1000	27,69102
387,2000	27,69102
387,3000	27,73791
387,4000	27,69102
387,5000	27,69102
387,6000	27,69102
387,7000	27,69102
387,8000	27,69102
387,9000	27,69102
388,0000	27,69102
388,1000	27,69102
388,2000	27,69102
388,3000	27,69102
388,4000	27,64416
388,5000	27,69102
388,6000	27,69102
388,7000	27,69102
388,8000	27,69102
388,9000	27,69102
389,0000	27,69102
389,1000	27,69102
389,2000	27,69102
389,3000	27,69102
389,4000	27,69102
389,5000	27,69102
389,6000	27,69102
389,7000	27,69102
389,8000	27,69102
389,9000	27,69102
390,0000	27,69102
390,1000	27,69102
390,2000	27,69102
390,3000	27,69102
390,4000	27,69102
390,5000	27,69102
390,6000	27,64416
390,7000	27,69102
390,8000	27,69102
390,9000	27,64416
391,0000	27,69102
391,1000	27,69102
391,2000	27,69102
391,3000	27,69102
391,4000	27,69102
391,5000	27,69102
391,6000	27,59733
391,7000	27,69102
391,8000	27,64416
391,9000	27,64416
392,0000	27,59733
392,1000	27,64416
392,2000	27,59733
392,3000	27,69102
392,4000	27,59733
392,5000	27,64416
392,6000	27,59733
392,7000	27,64416
392,8000	27,59733
392,9000	27,64416
393,0000	27,64416
393,1000	27,69102
393,2000	27,59733
393,3000	27,69102
393,4000	27,59733
393,5000	27,69102
393,6000	27,59733
393,7000	27,69102
393,8000	27,59733
393,9000	27,64416
394,0000	27,59733
394,1000	27,64416
394,2000	27,59733
394,3000	27,69102
394,4000	27,59733
394,5000	27,64416
394,6000	27,59733
394,7000	27,64416
394,8000	27,59733
394,9000	27,64416
395,0000	27,59733
395,1000	27,64416
395,2000	27,59733
395,3000	27,69102
395,4000	27,59733
395,5000	27,64416
395,6000	27,59733
395,7000	27,64416
395,8000	27,59733
395,9000	27,64416
396,0000	27,59733
396,1000	27,64416
396,2000	27,59733
396,3000	27,64416
396,4000	27,59733
396,5000	27,69102
396,6000	27,59733
396,7000	27,64416
396,8000	27,59733
396,9000	27,59733
397,0000	27,59733
397,1000	27,64416
397,2000	27,59733
397,3000	27,59733
397,4000	27,59733
397,5000	27,64416
397,6000	27,59733
397,7000	27,64416
397,8000	27,59733
397,9000	27,64416
398,0000	27,59733
398,1000	27,64416
398,2000	27,55053
398,3000	27,64416
398,4000	27,59733
398,5000	27,64416
398,6000	27,59733
398,7000	27,64416
398,8000	27,50376
398,9000	27,64416
399,0000	27,59733
399,1000	27,64416
399,2000	27,50376
399,3000	27,59733
399,4000	27,59733
399,5000	27,59733
399,6000	27,59733
399,7000	27,59733
399,8000	27,50376
399,9000	27,64416
400,0000	27,59733
400,1000	27,64416
400,2000	27,50376
400,3000	27,59733
400,4000	27,59733
400,5000	27,59733
400,6000	27,59733
400,7000	27,59733
400,8000	27,59733
400,9000	27,64416
401,0000	27,50376
401,1000	27,59733
401,2000	27,59733
401,3000	27,59733
401,4000	27,59733
401,5000	27,59733
401,6000	27,50376
401,7000	27,59733
401,8000	27,59733
401,9000	27,55053
402,0000	27,59733
402,1000	27,64416
402,2000	27,59733
402,3000	27,64416
402,4000	27,50376
402,5000	27,64416
402,6000	27,59733
402,7000	27,64416
402,8000	27,50376
402,9000	27,59733
403,0000	27,50376
403,1000	27,59733
403,2000	27,55053
403,3000	27,59733
403,4000	27,50376
403,5000	27,59733
403,6000	27,50376
403,7000	27,59733
403,8000	27,50376
403,9000	27,59733
404,0000	27,59733
404,1000	27,59733
404,2000	27,59733
404,3000	27,59733
404,4000	27,50376
404,5000	27,59733
404,6000	27,50376
404,7000	27,59733
404,8000	27,50376
404,9000	27,59733
405,0000	27,59733
405,1000	27,59733
405,2000	27,50376
405,3000	27,59733
405,4000	27,50376
405,5000	27,59733
405,6000	27,50376
405,7000	27,59733
405,8000	27,50376
405,9000	27,59733
406,0000	27,50376
406,1000	27,59733
406,2000	27,50376
406,3000	27,59733
406,4000	27,50376
406,5000	27,59733
406,6000	27,50376
406,7000	27,59733
406,8000	27,50376
406,9000	27,59733
407,0000	27,50376
407,1000	27,59733
407,2000	27,50376
407,3000	27,59733
407,4000	27,50376
407,5000	27,59733
407,6000	27,50376
407,7000	27,59733
407,8000	27,50376
407,9000	27,59733
408,0000	27,50376
408,1000	27,59733
408,2000	27,50376
408,3000	27,59733
408,4000	27,50376
408,5000	27,59733
408,6000	27,59733
408,7000	27,59733
408,8000	27,50376
408,9000	27,59733
409,0000	27,50376
409,1000	27,59733
409,2000	27,50376
409,3000	27,59733
409,4000	27,50376
409,5000	27,59733
409,6000	27,50376
409,7000	27,55053
409,8000	27,50376
409,9000	27,50376
410,0000	27,50376
410,1000	27,59733
410,2000	27,50376
410,3000	27,59733
410,4000	27,50376
410,5000	27,59733
410,6000	27,50376
410,7000	27,50376
410,8000	27,50376
410,9000	27,50376
411,0000	27,50376
411,1000	27,55053
411,2000	27,50376
411,3000	27,55053
411,4000	27,50376
411,5000	27,55053
411,6000	27,50376
411,7000	27,59733
411,8000	27,50376
411,9000	27,55053
412,0000	27,50376
412,1000	27,50376
412,2000	27,50376
412,3000	27,50376
412,4000	27,50376
412,5000	27,50376
412,6000	27,50376
412,7000	27,50376
412,8000	27,50376
412,9000	27,55053
413,0000	27,50376
413,1000	27,55053
413,2000	27,50376
413,3000	27,50376
413,4000	27,50376
413,5000	27,50376
413,6000	27,50376
413,7000	27,55053
413,8000	27,50376
413,9000	27,50376
414,0000	27,50376
414,1000	27,50376
414,2000	27,50376
414,3000	27,50376
414,4000	27,50376
414,5000	27,50376
414,6000	27,50376
414,7000	27,50376
414,8000	27,50376
414,9000	27,50376
415,0000	27,50376
415,1000	27,50376
415,2000	27,50376
415,3000	27,50376
415,4000	27,50376
415,5000	27,50376
415,6000	27,50376
415,7000	27,50376
415,8000	27,50376
415,9000	27,50376
416,0000	27,50376
416,1000	27,50376
416,2000	27,50376
416,3000	27,50376
416,4000	27,50376
416,5000	27,50376
416,6000	27,50376
416,7000	27,50376
416,8000	27,50376
416,9000	27,50376
417,0000	27,50376
417,1000	27,45703
