Temperatura, Can B, Raccolta #2
Tempo ( s )	Temperatura ( °C )
556,8000	26,94487
556,9000	26,94487
557,0000	26,89848
557,1000	26,94487
557,2000	26,85213
557,3000	26,94487
557,4000	26,89848
557,5000	26,89848
557,6000	26,89848
557,7000	26,89848
557,8000	26,85213
557,9000	26,94487
558,0000	26,94487
558,1000	26,94487
558,2000	26,85213
558,3000	26,89848
558,4000	26,89848
558,5000	26,94487
558,6000	26,89848
558,7000	26,94487
558,8000	26,85213
558,9000	26,94487
559,0000	26,85213
559,1000	26,94487
559,2000	26,85213
559,3000	26,94487
559,4000	26,85213
559,5000	26,94487
559,6000	26,89848
559,7000	26,89848
559,8000	26,85213
559,9000	26,94487
560,0000	26,85213
560,1000	26,94487
560,2000	26,85213
560,3000	26,94487
560,4000	26,85213
560,5000	26,89848
560,6000	26,85213
560,7000	26,94487
560,8000	26,85213
560,9000	26,89848
561,0000	26,85213
561,1000	26,94487
561,2000	26,85213
561,3000	26,94487
561,4000	26,85213
561,5000	26,89848
561,6000	26,85213
561,7000	26,89848
561,8000	26,85213
561,9000	26,89848
562,0000	26,85213
562,1000	26,89848
562,2000	26,85213
562,3000	26,94487
562,4000	26,89848
562,5000	26,89848
562,6000	26,85213
562,7000	26,89848
562,8000	26,85213
562,9000	26,89848
563,0000	26,85213
563,1000	26,89848
563,2000	26,85213
563,3000	26,89848
563,4000	26,85213
563,5000	26,85213
563,6000	26,85213
563,7000	26,89848
563,8000	26,85213
563,9000	26,89848
564,0000	26,85213
564,1000	26,89848
564,2000	26,85213
564,3000	26,89848
564,4000	26,85213
564,5000	26,94487
564,6000	26,85213
564,7000	26,85213
564,8000	26,85213
564,9000	26,89848
565,0000	26,85213
565,1000	26,89848
565,2000	26,85213
565,3000	26,89848
565,4000	26,85213
565,5000	26,89848
565,6000	26,85213
565,7000	26,85213
565,8000	26,85213
565,9000	26,85213
566,0000	26,85213
566,1000	26,89848
566,2000	26,85213
566,3000	26,89848
566,4000	26,75950
566,5000	26,89848
566,6000	26,85213
566,7000	26,85213
566,8000	26,85213
566,9000	26,89848
567,0000	26,85213
567,1000	26,85213
567,2000	26,85213
567,3000	26,89848
567,4000	26,85213
567,5000	26,80580
567,6000	26,85213
567,7000	26,85213
567,8000	26,75950
567,9000	26,89848
568,0000	26,75950
568,1000	26,85213
568,2000	26,85213
568,3000	26,89848
568,4000	26,75950
568,5000	26,89848
568,6000	26,75950
568,7000	26,89848
568,8000	26,85213
568,9000	26,89848
569,0000	26,85213
569,1000	26,85213
569,2000	26,85213
569,3000	26,85213
569,4000	26,85213
569,5000	26,85213
569,6000	26,75950
569,7000	26,85213
569,8000	26,85213
569,9000	26,89848
570,0000	26,85213
570,1000	26,80580
570,2000	26,75950
570,3000	26,85213
570,4000	26,75950
570,5000	26,85213
570,6000	26,85213
570,7000	26,85213
570,8000	26,75950
570,9000	26,85213
571,0000	26,75950
571,1000	26,85213
571,2000	26,85213
571,3000	26,85213
571,4000	26,75950
571,5000	26,80580
571,6000	26,75950
571,7000	26,89848
571,8000	26,75950
571,9000	26,85213
572,0000	26,75950
572,1000	26,85213
572,2000	26,75950
572,3000	26,89848
572,4000	26,85213
572,5000	26,80580
572,6000	26,75950
572,7000	26,85213
572,8000	26,75950
572,9000	26,85213
573,0000	26,75950
573,1000	26,85213
573,2000	26,75950
573,3000	26,80580
573,4000	26,75950
573,5000	26,85213
573,6000	26,75950
573,7000	26,85213
573,8000	26,75950
573,9000	26,85213
574,0000	26,75950
574,1000	26,85213
574,2000	26,75950
574,3000	26,85213
574,4000	26,85213
574,5000	26,80580
574,6000	26,85213
574,7000	26,85213
574,8000	26,75950
574,9000	26,85213
575,0000	26,75950
575,1000	26,89848
575,2000	26,75950
575,3000	26,85213
575,4000	26,75950
575,5000	26,85213
575,6000	26,85213
575,7000	26,85213
575,8000	26,75950
575,9000	26,85213
576,0000	26,75950
576,1000	26,85213
576,2000	26,75950
576,3000	26,85213
576,4000	26,85213
576,5000	26,85213
576,6000	26,85213
576,7000	26,85213
576,8000	26,75950
576,9000	26,85213
577,0000	26,75950
577,1000	26,85213
577,2000	26,75950
577,3000	26,85213
577,4000	26,80580
577,5000	26,80580
577,6000	26,75950
577,7000	26,85213
577,8000	26,75950
577,9000	26,85213
578,0000	26,85213
578,1000	26,85213
578,2000	26,75950
578,3000	26,85213
578,4000	26,75950
578,5000	26,89848
578,6000	26,75950
578,7000	26,85213
578,8000	26,75950
578,9000	26,85213
579,0000	26,85213
579,1000	26,80580
579,2000	26,75950
579,3000	26,85213
579,4000	26,85213
579,5000	26,85213
579,6000	26,75950
579,7000	26,85213
579,8000	26,75950
579,9000	26,85213
580,0000	26,75950
580,1000	26,85213
580,2000	26,85213
580,3000	26,85213
580,4000	26,85213
580,5000	26,85213
580,6000	26,75950
580,7000	26,75950
580,8000	26,75950
580,9000	26,85213
581,0000	26,75950
581,1000	26,85213
581,2000	26,75950
581,3000	26,85213
581,4000	26,75950
581,5000	26,85213
581,6000	26,75950
581,7000	26,85213
581,8000	26,75950
581,9000	26,80580
582,0000	26,85213
582,1000	26,85213
582,2000	26,75950
582,3000	26,80580
582,4000	26,75950
582,5000	26,85213
582,6000	26,75950
582,7000	26,85213
582,8000	26,75950
582,9000	26,85213
583,0000	26,75950
583,1000	26,85213
583,2000	26,75950
583,3000	26,85213
583,4000	26,80580
583,5000	26,85213
583,6000	26,75950
583,7000	26,85213
583,8000	26,75950
583,9000	26,85213
584,0000	26,75950
584,1000	26,85213
584,2000	26,75950
584,3000	26,85213
584,4000	26,75950
584,5000	26,85213
584,6000	26,80580
584,7000	26,80580
584,8000	26,75950
584,9000	26,85213
585,0000	26,75950
585,1000	26,85213
585,2000	26,75950
585,3000	26,85213
585,4000	26,75950
585,5000	26,85213
585,6000	26,75950
585,7000	26,80580
585,8000	26,75950
585,9000	26,85213
586,0000	26,75950
586,1000	26,85213
586,2000	26,75950
586,3000	26,85213
586,4000	26,75950
586,5000	26,85213
586,6000	26,75950
586,7000	26,85213
586,8000	26,75950
586,9000	26,85213
587,0000	26,75950
587,1000	26,75950
587,2000	26,75950
587,3000	26,80580
587,4000	26,75950
587,5000	26,85213
587,6000	26,75950
587,7000	26,80580
587,8000	26,75950
587,9000	26,85213
588,0000	26,75950
588,1000	26,75950
588,2000	26,75950
588,3000	26,85213
588,4000	26,75950
588,5000	26,85213
588,6000	26,85213
588,7000	26,80580
588,8000	26,75950
588,9000	26,85213
589,0000	26,75950
589,1000	26,85213
589,2000	26,75950
589,3000	26,75950
589,4000	26,75950
589,5000	26,80580
589,6000	26,75950
589,7000	26,75950
589,8000	26,75950
589,9000	26,85213
590,0000	26,75950
590,1000	26,85213
590,2000	26,75950
590,3000	26,80580
590,4000	26,75950
590,5000	26,80580
590,6000	26,75950
590,7000	26,85213
590,8000	26,75950
590,9000	26,85213
591,0000	26,75950
591,1000	26,85213
591,2000	26,75950
591,3000	26,85213
591,4000	26,75950
591,5000	26,80580
591,6000	26,75950
591,7000	26,85213
591,8000	26,75950
591,9000	26,80580
592,0000	26,75950
592,1000	26,85213
592,2000	26,75950
592,3000	26,80580
592,4000	26,75950
592,5000	26,80580
592,6000	26,75950
592,7000	26,85213
592,8000	26,75950
592,9000	26,80580
593,0000	26,75950
593,1000	26,85213
593,2000	26,75950
593,3000	26,80580
593,4000	26,75950
593,5000	26,85213
593,6000	26,75950
593,7000	26,85213
593,8000	26,75950
593,9000	26,85213
594,0000	26,75950
594,1000	26,85213
594,2000	26,75950
594,3000	26,85213
594,4000	26,75950
594,5000	26,75950
594,6000	26,75950
594,7000	26,85213
594,8000	26,75950
594,9000	26,85213
595,0000	26,75950
595,1000	26,80580
595,2000	26,75950
595,3000	26,80580
595,4000	26,75950
595,5000	26,80580
595,6000	26,75950
595,7000	26,85213
595,8000	26,75950
595,9000	26,80580
596,0000	26,75950
596,1000	26,75950
596,2000	26,75950
596,3000	26,85213
596,4000	26,75950
596,5000	26,85213
596,6000	26,75950
596,7000	26,85213
596,8000	26,75950
596,9000	26,85213
597,0000	26,75950
597,1000	26,85213
597,2000	26,75950
597,3000	26,85213
597,4000	26,75950
597,5000	26,80580
597,6000	26,75950
597,7000	26,75950
597,8000	26,75950
597,9000	26,75950
598,0000	26,75950
598,1000	26,80580
598,2000	26,80580
598,3000	26,85213
598,4000	26,75950
598,5000	26,75950
598,6000	26,75950
598,7000	26,75950
598,8000	26,75950
598,9000	26,80580
599,0000	26,75950
599,1000	26,75950
599,2000	26,75950
599,3000	26,85213
599,4000	26,75950
599,5000	26,85213
599,6000	26,75950
599,7000	26,80580
599,8000	26,75950
599,9000	26,75950
600,0000	26,75950
600,1000	26,75950
600,2000	26,75950
600,3000	26,85213
600,4000	26,75950
600,5000	26,80580
600,6000	26,75950
600,7000	26,75950
600,8000	26,75950
600,9000	26,80580
601,0000	26,75950
601,1000	26,75950
601,2000	26,75950
601,3000	26,75950
601,4000	26,75950
601,5000	26,75950
601,6000	26,75950
601,7000	26,75950
601,8000	26,75950
601,9000	26,80580
602,0000	26,75950
602,1000	26,75950
602,2000	26,75950
602,3000	26,75950
602,4000	26,75950
602,5000	26,80580
602,6000	26,75950
602,7000	26,75950
602,8000	26,75950
602,9000	26,80580
603,0000	26,75950
603,1000	26,75950
603,2000	26,75950
603,3000	26,80580
603,4000	26,75950
603,5000	26,80580
603,6000	26,71323
603,7000	26,75950
603,8000	26,75950
603,9000	26,75950
604,0000	26,75950
604,1000	26,75950
604,2000	26,75950
604,3000	26,75950
604,4000	26,75950
604,5000	26,75950
604,6000	26,75950
604,7000	26,75950
604,8000	26,75950
604,9000	26,75950
605,0000	26,75950
605,1000	26,71323
605,2000	26,75950
605,3000	26,75950
605,4000	26,75950
605,5000	26,75950
605,6000	26,75950
605,7000	26,75950
605,8000	26,75950
605,9000	26,75950
606,0000	26,75950
606,1000	26,75950
606,2000	26,75950
606,3000	26,75950
606,4000	26,75950
606,5000	26,75950
606,6000	26,75950
606,7000	26,75950
606,8000	26,66698
606,9000	26,75950
607,0000	26,75950
607,1000	26,75950
607,2000	26,71323
607,3000	26,75950
607,4000	26,75950
607,5000	26,75950
607,6000	26,75950
607,7000	26,71323
607,8000	26,75950
607,9000	26,75950
608,0000	26,75950
608,1000	26,75950
608,2000	26,71323
608,3000	26,75950
608,4000	26,75950
608,5000	26,75950
608,6000	26,75950
608,7000	26,75950
608,8000	26,75950
608,9000	26,75950
609,0000	26,75950
609,1000	26,75950
609,2000	26,75950
609,3000	26,75950
609,4000	26,66698
609,5000	26,75950
609,6000	26,66698
609,7000	26,75950
609,8000	26,66698
609,9000	26,75950
610,0000	26,66698
610,1000	26,71323
610,2000	26,71323
610,3000	26,75950
610,4000	26,75950
610,5000	26,75950
610,6000	26,71323
610,7000	26,75950
610,8000	26,75950
610,9000	26,75950
611,0000	26,66698
611,1000	26,75950
611,2000	26,75950
611,3000	26,75950
611,4000	26,66698
611,5000	26,71323
611,6000	26,75950
611,7000	26,75950
611,8000	26,71323
611,9000	26,75950
612,0000	26,66698
612,1000	26,75950
612,2000	26,66698
612,3000	26,75950
612,4000	26,75950
612,5000	26,75950
612,6000	26,66698
612,7000	26,75950
612,8000	26,66698
612,9000	26,75950
613,0000	26,66698
613,1000	26,75950
613,2000	26,71323
613,3000	26,75950
613,4000	26,66698
613,5000	26,75950
613,6000	26,66698
613,7000	26,71323
613,8000	26,75950
613,9000	26,75950
614,0000	26,71323
614,1000	26,71323
614,2000	26,75950
614,3000	26,75950
614,4000	26,66698
614,5000	26,75950
614,6000	26,66698
614,7000	26,75950
614,8000	26,71323
614,9000	26,75950
615,0000	26,66698
615,1000	26,75950
615,2000	26,66698
615,3000	26,75950
615,4000	26,66698
615,5000	26,71323
615,6000	26,71323
615,7000	26,71323
615,8000	26,66698
615,9000	26,71323
616,0000	26,66698
616,1000	26,71323
616,2000	26,66698
616,3000	26,75950
616,4000	26,66698
616,5000	26,75950
616,6000	26,66698
616,7000	26,75950
616,8000	26,66698
616,9000	26,71323
617,0000	26,66698
617,1000	26,71323
617,2000	26,66698
617,3000	26,71323
617,4000	26,66698
617,5000	26,75950
617,6000	26,66698
617,7000	26,71323
617,8000	26,66698
617,9000	26,71323
618,0000	26,66698
618,1000	26,71323
618,2000	26,66698
618,3000	26,71323
618,4000	26,66698
618,5000	26,75950
618,6000	26,66698
618,7000	26,71323
618,8000	26,66698
618,9000	26,75950
619,0000	26,66698
619,1000	26,75950
619,2000	26,66698
619,3000	26,71323
619,4000	26,66698
619,5000	26,71323
619,6000	26,66698
619,7000	26,71323
619,8000	26,66698
619,9000	26,71323
620,0000	26,66698
620,1000	26,71323
620,2000	26,66698
620,3000	26,71323
620,4000	26,66698
620,5000	26,66698
620,6000	26,66698
620,7000	26,75950
620,8000	26,66698
620,9000	26,71323
621,0000	26,66698
621,1000	26,66698
621,2000	26,66698
621,3000	26,66698
621,4000	26,66698
621,5000	26,66698
621,6000	26,66698
621,7000	26,66698
621,8000	26,66698
621,9000	26,66698
622,0000	26,66698
622,1000	26,71323
622,2000	26,66698
622,3000	26,66698
622,4000	26,66698
622,5000	26,66698
622,6000	26,66698
622,7000	26,66698
622,8000	26,66698
622,9000	26,66698
623,0000	26,66698
623,1000	26,66698
623,2000	26,57458
623,3000	26,66698
623,4000	26,66698
623,5000	26,71323
623,6000	26,66698
623,7000	26,66698
623,8000	26,66698
623,9000	26,66698
624,0000	26,66698
624,1000	26,71323
624,2000	26,66698
624,3000	26,66698
624,4000	26,66698
624,5000	26,62077
624,6000	26,66698
624,7000	26,71323
624,8000	26,66698
624,9000	26,66698
625,0000	26,66698
625,1000	26,71323
625,2000	26,66698
625,3000	26,66698
625,4000	26,66698
625,5000	26,66698
625,6000	26,57458
625,7000	26,66698
625,8000	26,66698
625,9000	26,66698
626,0000	26,66698
626,1000	26,66698
626,2000	26,62077
626,3000	26,57458
626,4000	26,62077
626,5000	26,66698
626,6000	26,57458
626,7000	26,66698
626,8000	26,66698
626,9000	26,66698
627,0000	26,57458
627,1000	26,66698
627,2000	26,62077
627,3000	26,66698
627,4000	26,66698
627,5000	26,66698
627,6000	26,66698
627,7000	26,66698
627,8000	26,66698
627,9000	26,66698
628,0000	26,57458
628,1000	26,66698
628,2000	26,62077
628,3000	26,71323
628,4000	26,66698
628,5000	26,66698
628,6000	26,66698
628,7000	26,66698
628,8000	26,66698
628,9000	26,62077
629,0000	26,57458
629,1000	26,62077
629,2000	26,62077
629,3000	26,66698
629,4000	26,66698
629,5000	26,66698
629,6000	26,57458
629,7000	26,66698
629,8000	26,57458
629,9000	26,66698
630,0000	26,57458
630,1000	26,66698
630,2000	26,57458
630,3000	26,62077
630,4000	26,62077
630,5000	26,62077
630,6000	26,62077
630,7000	26,66698
630,8000	26,66698
630,9000	26,66698
631,0000	26,66698
631,1000	26,66698
631,2000	26,57458
631,3000	26,66698
631,4000	26,57458
631,5000	26,66698
631,6000	26,57458
631,7000	26,66698
631,8000	26,57458
631,9000	26,66698
632,0000	26,66698
632,1000	26,66698
632,2000	26,66698
632,3000	26,66698
632,4000	26,66698
632,5000	26,66698
632,6000	26,57458
632,7000	26,62077
632,8000	26,66698
632,9000	26,62077
633,0000	26,57458
633,1000	26,66698
633,2000	26,66698
633,3000	26,66698
633,4000	26,57458
633,5000	26,62077
633,6000	26,62077
633,7000	26,66698
633,8000	26,66698
633,9000	26,66698
634,0000	26,66698
634,1000	26,66698
634,2000	26,57458
634,3000	26,66698
634,4000	26,57458
634,5000	26,66698
634,6000	26,66698
634,7000	26,66698
634,8000	26,57458
634,9000	26,71323
635,0000	26,66698
635,1000	26,66698
635,2000	26,57458
635,3000	26,62077
635,4000	26,57458
635,5000	26,62077
635,6000	26,57458
635,7000	26,66698
635,8000	26,62077
635,9000	26,66698
636,0000	26,57458
636,1000	26,66698
636,2000	26,57458
636,3000	26,66698
636,4000	26,57458
636,5000	26,66698
636,6000	26,62077
636,7000	26,66698
636,8000	26,66698
636,9000	26,66698
637,0000	26,57458
637,1000	26,66698
637,2000	26,57458
637,3000	26,62077
637,4000	26,66698
637,5000	26,66698
637,6000	26,66698
637,7000	26,66698
637,8000	26,66698
637,9000	26,66698
638,0000	26,57458
638,1000	26,66698
638,2000	26,62077
638,3000	26,66698
638,4000	26,62077
638,5000	26,66698
638,6000	26,57458
638,7000	26,66698
638,8000	26,57458
638,9000	26,62077
639,0000	26,57458
639,1000	26,62077
639,2000	26,57458
639,3000	26,62077
639,4000	26,57458
639,5000	26,66698
639,6000	26,66698
639,7000	26,66698
639,8000	26,66698
639,9000	26,66698
640,0000	26,66698
640,1000	26,66698
640,2000	26,57458
640,3000	26,57458
640,4000	26,57458
640,5000	26,66698
640,6000	26,66698
640,7000	26,66698
640,8000	26,57458
640,9000	26,66698
641,0000	26,62077
641,1000	26,66698
641,2000	26,66698
641,3000	26,66698
641,4000	26,62077
641,5000	26,66698
641,6000	26,66698
641,7000	26,66698
641,8000	26,57458
641,9000	26,62077
642,0000	26,57458
642,1000	26,62077
642,2000	26,57458
642,3000	26,62077
642,4000	26,57458
642,5000	26,66698
642,6000	26,57458
642,7000	26,62077
642,8000	26,57458
642,9000	26,62077
643,0000	26,57458
643,1000	26,62077
643,2000	26,62077
643,3000	26,66698
643,4000	26,57458
643,5000	26,62077
643,6000	26,66698
643,7000	26,66698
643,8000	26,66698
643,9000	26,66698
644,0000	26,57458
644,1000	26,66698
644,2000	26,57458
644,3000	26,66698
644,4000	26,57458
644,5000	26,66698
644,6000	26,57458
644,7000	26,66698
644,8000	26,66698
644,9000	26,66698
645,0000	26,62077
645,1000	26,66698
645,2000	26,62077
645,3000	26,66698
645,4000	26,57458
645,5000	26,62077
645,6000	26,57458
645,7000	26,62077
645,8000	26,57458
645,9000	26,62077
646,0000	26,66698
646,1000	26,66698
646,2000	26,57458
646,3000	26,66698
646,4000	26,66698
646,5000	26,66698
646,6000	26,66698
646,7000	26,66698
646,8000	26,66698
646,9000	26,66698
647,0000	26,57458
647,1000	26,62077
647,2000	26,66698
647,3000	26,66698
647,4000	26,62077
647,5000	26,66698
647,6000	26,62077
647,7000	26,62077
647,8000	26,57458
647,9000	26,66698
648,0000	26,57458
648,1000	26,66698
648,2000	26,57458
648,3000	26,66698
648,4000	26,62077
648,5000	26,62077
648,6000	26,66698
648,7000	26,66698
648,8000	26,66698
648,9000	26,66698
649,0000	26,57458
649,1000	26,66698
649,2000	26,66698
649,3000	26,66698
649,4000	26,62077
649,5000	26,62077
649,6000	26,57458
649,7000	26,66698
649,8000	26,66698
649,9000	26,66698
650,0000	26,57458
650,1000	26,66698
650,2000	26,66698
650,3000	26,66698
650,4000	26,66698
650,5000	26,66698
650,6000	26,57458
650,7000	26,66698
650,8000	26,66698
650,9000	26,62077
651,0000	26,57458
651,1000	26,62077
651,2000	26,57458
651,3000	26,66698
651,4000	26,57458
651,5000	26,66698
651,6000	26,66698
651,7000	26,66698
651,8000	26,62077
651,9000	26,62077
652,0000	26,57458
652,1000	26,62077
652,2000	26,57458
652,3000	26,66698
652,4000	26,66698
652,5000	26,66698
652,6000	26,66698
652,7000	26,66698
652,8000	26,66698
652,9000	26,66698
653,0000	26,57458
653,1000	26,66698
653,2000	26,57458
653,3000	26,66698
653,4000	26,66698
653,5000	26,66698
653,6000	26,62077
653,7000	26,66698
653,8000	26,62077
653,9000	26,66698
654,0000	26,57458
654,1000	26,57458
654,2000	26,62077
654,3000	26,62077
654,4000	26,62077
654,5000	26,66698
654,6000	26,62077
654,7000	26,62077
654,8000	26,57458
654,9000	26,57458
655,0000	26,57458
655,1000	26,66698
655,2000	26,57458
655,3000	26,62077
655,4000	26,57458
655,5000	26,66698
655,6000	26,57458
655,7000	26,57458
655,8000	26,57458
655,9000	26,62077
656,0000	26,62077
656,1000	26,57458
656,2000	26,57458
656,3000	26,66698
656,4000	26,62077
656,5000	26,66698
656,6000	26,57458
656,7000	26,57458
656,8000	26,57458
656,9000	26,66698
657,0000	26,57458
657,1000	26,66698
657,2000	26,57458
657,3000	26,57458
657,4000	26,57458
657,5000	26,57458
657,6000	26,57458
657,7000	26,66698
657,8000	26,57458
657,9000	26,62077
658,0000	26,57458
658,1000	26,66698
658,2000	26,57458
658,3000	26,57458
658,4000	26,57458
658,5000	26,66698
658,6000	26,57458
658,7000	26,62077
658,8000	26,57458
658,9000	26,66698
659,0000	26,57458
659,1000	26,66698
659,2000	26,57458
659,3000	26,57458
659,4000	26,57458
659,5000	26,57458
659,6000	26,57458
659,7000	26,62077
659,8000	26,57458
659,9000	26,57458
660,0000	26,57458
660,1000	26,66698
660,2000	26,57458
660,3000	26,66698
660,4000	26,66698
660,5000	26,66698
660,6000	26,57458
660,7000	26,57458
660,8000	26,57458
660,9000	26,66698
661,0000	26,57458
661,1000	26,66698
661,2000	26,57458
661,3000	26,66698
661,4000	26,57458
661,5000	26,57458
661,6000	26,62077
661,7000	26,66698
661,8000	26,57458
661,9000	26,57458
662,0000	26,57458
662,1000	26,62077
662,2000	26,57458
662,3000	26,66698
662,4000	26,62077
662,5000	26,62077
662,6000	26,57458
662,7000	26,62077
662,8000	26,57458
662,9000	26,62077
663,0000	26,66698
663,1000	26,57458
663,2000	26,57458
663,3000	26,66698
663,4000	26,57458
663,5000	26,62077
663,6000	26,57458
663,7000	26,57458
663,8000	26,57458
663,9000	26,66698
664,0000	26,57458
664,1000	26,66698
664,2000	26,62077
664,3000	26,62077
664,4000	26,57458
664,5000	26,66698
664,6000	26,57458
664,7000	26,57458
664,8000	26,57458
664,9000	26,66698
665,0000	26,66698
665,1000	26,66698
665,2000	26,57458
665,3000	26,57458
665,4000	26,57458
665,5000	26,62077
665,6000	26,57458
665,7000	26,62077
665,8000	26,57458
665,9000	26,66698
666,0000	26,62077
666,1000	26,62077
666,2000	26,57458
666,3000	26,57458
666,4000	26,57458
666,5000	26,57458
666,6000	26,57458
666,7000	26,57458
666,8000	26,57458
666,9000	26,66698
667,0000	26,57458
667,1000	26,62077
667,2000	26,57458
667,3000	26,62077
667,4000	26,57458
667,5000	26,57458
667,6000	26,57458
667,7000	26,57458
667,8000	26,57458
667,9000	26,57458
668,0000	26,57458
668,1000	26,57458
668,2000	26,57458
668,3000	26,66698
668,4000	26,57458
668,5000	26,62077
668,6000	26,57458
668,7000	26,62077
668,8000	26,57458
668,9000	26,62077
669,0000	26,57458
669,1000	26,62077
669,2000	26,57458
669,3000	26,62077
669,4000	26,57458
669,5000	26,57458
669,6000	26,57458
669,7000	26,57458
669,8000	26,57458
669,9000	26,57458
670,0000	26,57458
670,1000	26,57458
670,2000	26,57458
670,3000	26,57458
670,4000	26,57458
670,5000	26,57458
670,6000	26,57458
670,7000	26,57458
670,8000	26,57458
670,9000	26,57458
671,0000	26,57458
671,1000	26,57458
671,2000	26,57458
671,3000	26,62077
671,4000	26,57458
671,5000	26,57458
671,6000	26,57458
671,7000	26,62077
671,8000	26,57458
671,9000	26,62077
672,0000	26,57458
672,1000	26,62077
672,2000	26,57458
672,3000	26,57458
672,4000	26,57458
672,5000	26,57458
672,6000	26,57458
672,7000	26,57458
672,8000	26,57458
672,9000	26,62077
673,0000	26,57458
673,1000	26,62077
673,2000	26,57458
673,3000	26,57458
673,4000	26,57458
673,5000	26,57458
673,6000	26,57458
673,7000	26,57458
673,8000	26,52842
673,9000	26,57458
674,0000	26,57458
674,1000	26,57458
674,2000	26,57458
674,3000	26,66698
674,4000	26,57458
674,5000	26,62077
674,6000	26,57458
674,7000	26,57458
674,8000	26,57458
674,9000	26,57458
675,0000	26,57458
675,1000	26,62077
675,2000	26,57458
675,3000	26,57458
675,4000	26,57458
675,5000	26,57458
675,6000	26,57458
675,7000	26,57458
675,8000	26,57458
675,9000	26,57458
676,0000	26,57458
676,1000	26,57458
676,2000	26,57458
676,3000	26,62077
676,4000	26,57458
676,5000	26,57458
676,6000	26,57458
676,7000	26,57458
676,8000	26,57458
676,9000	26,57458
677,0000	26,57458
677,1000	26,57458
677,2000	26,52842
677,3000	26,57458
677,4000	26,57458
677,5000	26,57458
677,6000	26,57458
677,7000	26,57458
677,8000	26,57458
677,9000	26,57458
678,0000	26,57458
678,1000	26,62077
678,2000	26,57458
678,3000	26,57458
678,4000	26,52842
678,5000	26,57458
678,6000	26,57458
678,7000	26,57458
678,8000	26,57458
678,9000	26,57458
679,0000	26,57458
679,1000	26,57458
679,2000	26,57458
679,3000	26,57458
679,4000	26,57458
679,5000	26,57458
679,6000	26,57458
679,7000	26,57458
679,8000	26,57458
679,9000	26,57458
680,0000	26,57458
680,1000	26,57458
680,2000	26,57458
680,3000	26,57458
680,4000	26,57458
680,5000	26,57458
680,6000	26,52842
680,7000	26,57458
680,8000	26,57458
680,9000	26,62077
681,0000	26,57458
681,1000	26,57458
681,2000	26,57458
681,3000	26,62077
681,4000	26,57458
681,5000	26,52842
681,6000	26,57458
681,7000	26,57458
681,8000	26,57458
681,9000	26,57458
682,0000	26,57458
682,1000	26,57458
682,2000	26,57458
682,3000	26,52842
682,4000	26,52842
682,5000	26,57458
682,6000	26,57458
682,7000	26,57458
682,8000	26,57458
682,9000	26,57458
683,0000	26,57458
683,1000	26,57458
683,2000	26,52842
683,3000	26,52842
683,4000	26,57458
683,5000	26,57458
683,6000	26,57458
683,7000	26,57458
683,8000	26,48229
683,9000	26,57458
684,0000	26,57458
684,1000	26,57458
684,2000	26,57458
684,3000	26,57458
684,4000	26,48229
684,5000	26,57458
684,6000	26,57458
684,7000	26,57458
684,8000	26,48229
684,9000	26,52842
685,0000	26,48229
685,1000	26,57458
685,2000	26,57458
685,3000	26,57458
685,4000	26,52842
685,5000	26,57458
685,6000	26,57458
685,7000	26,57458
685,8000	26,48229
685,9000	26,52842
686,0000	26,48229
686,1000	26,57458
686,2000	26,52842
686,3000	26,57458
686,4000	26,48229
686,5000	26,57458
686,6000	26,57458
686,7000	26,57458
686,8000	26,48229
686,9000	26,52842
687,0000	26,57458
687,1000	26,57458
687,2000	26,48229
687,3000	26,57458
687,4000	26,52842
687,5000	26,57458
687,6000	26,57458
687,7000	26,57458
687,8000	26,57458
687,9000	26,57458
688,0000	26,48229
688,1000	26,57458
688,2000	26,48229
688,3000	26,57458
688,4000	26,57458
688,5000	26,57458
688,6000	26,52842
688,7000	26,57458
688,8000	26,57458
688,9000	26,52842
689,0000	26,57458
689,1000	26,57458
689,2000	26,57458
689,3000	26,57458
689,4000	26,57458
689,5000	26,57458
689,6000	26,48229
689,7000	26,52842
689,8000	26,57458
689,9000	26,57458
690,0000	26,57458
690,1000	26,57458
690,2000	26,48229
690,3000	26,57458
690,4000	26,57458
690,5000	26,57458
690,6000	26,57458
690,7000	26,57458
690,8000	26,57458
690,9000	26,57458
691,0000	26,52842
691,1000	26,57458
691,2000	26,48229
691,3000	26,57458
691,4000	26,57458
691,5000	26,57458
691,6000	26,57458
691,7000	26,52842
691,8000	26,57458
691,9000	26,57458
692,0000	26,57458
692,1000	26,52842
692,2000	26,48229
692,3000	26,57458
692,4000	26,48229
692,5000	26,57458
692,6000	26,57458
692,7000	26,57458
692,8000	26,48229
692,9000	26,52842
693,0000	26,57458
693,1000	26,57458
693,2000	26,48229
693,3000	26,57458
693,4000	26,57458
693,5000	26,57458
693,6000	26,57458
693,7000	26,57458
693,8000	26,57458
693,9000	26,52842
694,0000	26,57458
694,1000	26,57458
694,2000	26,57458
694,3000	26,57458
694,4000	26,57458
694,5000	26,57458
694,6000	26,48229
694,7000	26,52842
694,8000	26,57458
694,9000	26,57458
695,0000	26,57458
695,1000	26,57458
695,2000	26,57458
695,3000	26,57458
695,4000	26,57458
695,5000	26,57458
695,6000	26,57458
695,7000	26,52842
695,8000	26,57458
695,9000	26,57458
696,0000	26,57458
696,1000	26,57458
696,2000	26,52842
696,3000	26,57458
